lng,lat,avg_tmpr_c,wthr_date,city,country
2.308,48.859,19.42,2022-08-14,Paris,FR
-0.131,51.508,16.60,2022-08-24,London,GB
-0.156,51.514,8.69,2021-10-09,London,GB
-0.083,51.505,10.09,2022-09-18,London,GB
2.321,48.845,8.28,2021-10-08,Paris 06,FR
2.337,48.868,10.22,2021-10-30,Paris,FR
2.327,48.857,10.70,2021-10-02,Paris,FR
2.343,48.861,8.22,2021-10-08,Paris,FR
-0.140,51.506,10.78,2022-09-18,London,GB
2.350,48.862,10.76,2021-10-02,Paris,FR
2.151,41.384,17.08,2021-10-27,Barcelona,ES
-0.047,51.522,12.43,2021-10-15,London,GB
2.319,48.838,19.53,2022-08-14,Paris,FR
-0.183,51.496,15.11,2022-08-05,London,GB
2.321,48.835,17.20,2022-08-13,Paris,FR
-101.742,35.195,23.70,2022-08-14,Amarillo,US
9.174,45.510,12.49,2021-10-15,Milan,IT
2.321,48.845,17.69,2022-08-17,Paris 06,FR
9.180,45.459,12.35,2021-10-15,Milan,IT
-0.286,51.555,15.40,2022-08-06,London,GB
2.339,48.871,16.58,2022-09-03,Paris,FR
9.204,45.486,25.75,2022-08-16,Milan,IT
-0.136,51.517,15.33,2022-08-06,London,GB
2.347,48.849,19.19,2022-08-14,Paris,FR
9.189,45.461,10.37,2021-10-23,Milan,IT
2.311,48.861,19.06,2022-08-14,Paris,FR
2.341,48.862,10.66,2021-10-02,Paris,FR
2.299,48.882,9.46,2021-10-18,Paris,FR
2.343,48.873,18.34,2022-08-17,Paris,FR
2.347,48.849,18.22,2022-08-17,Paris,FR
9.206,45.475,14.15,2022-09-19,Milan,IT
-0.137,51.499,14.60,2022-08-05,London,GB
2.353,48.858,18.20,2022-09-28,Paris,FR
-0.212,51.520,11.87,2021-10-15,London,GB
-0.102,51.506,12.59,2021-10-15,London,GB
9.187,45.467,18.08,2022-09-11,Milan,IT
-0.118,51.517,8.03,2021-10-09,London,GB
-0.110,51.532,14.36,2022-09-22,London,GB
2.330,48.868,17.85,2022-08-17,Paris,FR
2.354,48.869,10.75,2021-10-30,Paris,FR
2.293,48.864,6.64,2021-10-22,Paris,FR
-0.135,51.519,15.58,2022-08-06,London,GB
2.326,48.872,8.01,2021-10-12,Paris,FR
2.321,48.838,17.89,2022-08-17,Paris,FR
2.345,48.850,6.61,2021-10-22,Paris,FR
-0.124,51.520,14.27,2022-09-02,London,GB
-0.204,51.563,17.29,2022-08-24,London,GB
9.192,45.457,23.33,2022-08-30,Milan,IT
9.168,45.457,25.49,2022-08-16,Milan,IT
2.141,41.384,24.23,2022-08-26,Barcelona,ES
-0.086,51.522,12.09,2021-10-15,London,GB
-0.150,51.506,12.17,2021-10-15,London,GB
-0.122,51.520,8.33,2021-10-09,London,GB
9.222,45.502,18.23,2022-09-11,Milan,IT
2.159,41.391,24.97,2022-08-26,Barcelona,ES
-0.150,51.510,15.31,2022-08-06,London,GB
2.178,41.392,24.51,2022-08-26,Barcelona,ES
9.207,45.485,11.01,2021-10-23,Milan,IT
-0.137,51.509,15.41,2022-08-06,London,GB
-0.193,51.513,10.84,2022-09-18,London,GB
-0.077,51.525,10.19,2022-09-18,London,GB
2.171,41.391,24.44,2022-08-26,Barcelona,ES
2.330,48.866,19.23,2022-08-14,Paris,FR
2.333,48.866,11.09,2021-10-26,Paris,FR
2.324,48.846,17.84,2022-09-28,Paris,FR
2.415,48.855,17.47,2022-08-13,Vincennes,FR
2.286,48.876,6.79,2021-10-21,Paris,FR
-0.086,51.504,10.91,2022-09-18,London,GB
2.381,48.854,18.38,2022-08-17,Paris,FR
2.297,48.869,8.68,2021-10-12,Paris,FR
2.367,48.866,17.58,2022-08-17,Paris,FR
2.347,48.865,10.83,2021-10-02,Paris,FR
2.357,48.858,17.57,2022-08-17,Paris,FR
-0.142,51.507,11.80,2021-10-15,London,GB
9.222,45.502,10.60,2021-10-23,Milan,IT
2.307,48.854,7.00,2021-10-22,Paris,FR
2.347,48.850,6.64,2021-10-22,Paris,FR
2.298,48.871,17.57,2022-08-17,Paris,FR
2.410,48.847,18.93,2022-08-14,Paris 12,FR
2.360,48.902,16.55,2022-09-03,Paris,FR
2.290,48.836,10.81,2021-10-02,Paris,FR
2.359,48.876,6.93,2021-10-21,Paris,FR
-0.131,51.521,16.69,2022-08-24,London,GB
2.266,48.840,18.13,2022-08-17,Paris,FR
-0.154,51.519,10.34,2022-09-18,London,GB
2.300,48.887,18.34,2022-08-17,Paris,FR
-0.086,51.522,17.40,2022-08-24,London,GB
2.345,48.887,17.27,2022-09-03,Paris,FR
2.326,48.884,18.24,2022-09-28,Paris,FR
2.274,48.849,11.08,2021-10-26,Paris,FR
2.324,48.845,6.63,2021-10-22,Paris,FR
-0.142,51.518,14.37,2022-09-22,London,GB
2.150,41.394,24.73,2022-08-26,Barcelona,ES
2.283,48.866,17.97,2022-08-17,Paris,FR
9.195,45.464,14.53,2022-09-19,Milan,IT
2.337,48.869,18.03,2022-08-17,Paris,FR
9.190,45.470,23.70,2022-08-30,Milan,IT
2.334,48.880,8.35,2021-10-12,Paris,FR
2.309,48.872,18.31,2022-08-17,Paris,FR
-0.123,51.529,10.37,2022-09-18,London,GB
2.329,48.818,17.59,2022-08-17,Paris,FR
2.326,48.845,11.15,2021-10-02,Paris,FR
-0.071,51.512,14.60,2022-09-22,London,GB
2.324,48.872,7.60,2021-10-21,Paris,FR
2.324,48.860,8.82,2021-10-08,Paris,FR
-94.683,39.309,22.20,2022-08-24,Kansas City,US
9.202,45.478,12.54,2021-10-15,Milan,IT
2.367,48.859,10.24,2021-10-02,Paris,FR
2.328,48.857,18.09,2022-08-17,Paris,FR
2.337,48.867,9.14,2021-10-18,Paris,FR
2.320,48.840,17.90,2022-08-13,Paris,FR
2.295,48.881,18.05,2022-08-17,Paris,FR
9.212,45.485,10.54,2021-10-23,Milan,IT
2.362,48.856,17.72,2022-08-17,Paris,FR
2.326,48.820,11.26,2021-10-26,Paris,FR
2.329,48.868,11.09,2021-10-30,Paris,FR
2.297,48.869,10.76,2021-10-30,Paris,FR
2.304,48.865,7.56,2021-10-22,Paris,FR
-0.140,51.506,13.55,2022-09-02,London,GB
2.356,48.879,10.65,2021-10-30,Paris,FR
-0.174,51.515,14.07,2022-09-02,Paddington,GB
9.181,45.462,24.16,2022-08-05,Milan,IT
-0.126,51.508,17.50,2022-08-24,London,GB
2.298,48.850,11.64,2021-10-26,Paris,FR
-0.150,51.518,8.20,2021-10-09,London,GB
2.304,48.885,17.77,2022-09-28,Paris,FR
2.297,48.869,9.70,2021-10-18,Paris,FR
2.343,48.871,8.79,2021-10-12,Paris,FR
9.201,45.490,24.14,2022-08-05,Milan,IT
2.384,48.852,17.94,2022-08-17,Paris,FR
2.176,41.386,24.62,2022-08-26,Barcelona,ES
9.161,45.491,12.34,2021-10-15,Milan,IT
2.337,48.869,9.08,2021-10-18,Paris,FR
9.161,45.451,18.12,2022-09-11,Milan,IT
2.344,48.860,10.89,2021-10-02,Paris,FR
2.179,41.379,17.08,2021-10-27,Barcelona,ES
2.339,48.852,17.48,2022-08-17,Paris,FR
2.319,48.873,18.26,2022-09-28,Paris,FR
2.170,41.390,17.20,2021-10-27,Barcelona,ES
2.304,48.862,10.38,2021-10-02,Paris,FR
-0.019,51.474,14.60,2022-08-05,London,GB
2.266,48.840,11.69,2021-10-26,Paris,FR
2.319,48.875,10.86,2021-10-30,Paris,FR
2.350,48.889,17.47,2022-08-17,Paris,FR
-0.127,51.514,17.29,2022-08-24,London,GB
-0.151,51.506,14.66,2022-09-22,London,GB
2.112,41.394,24.10,2022-08-26,Barcelona,ES
-0.102,51.506,10.10,2022-09-18,London,GB
2.162,41.394,24.50,2022-08-26,Barcelona,ES
9.186,45.483,14.48,2022-09-19,Milan,IT
2.327,48.857,17.54,2022-08-13,Paris,FR
-0.180,51.513,8.61,2021-10-09,London,GB
2.300,48.873,18.12,2022-08-17,Paris,FR
2.303,48.867,10.48,2021-10-02,Paris,FR
2.296,48.849,18.43,2022-09-28,Paris,FR
2.340,48.849,18.31,2022-08-17,Paris,FR
2.299,48.841,17.73,2022-08-13,Paris,FR
-0.138,51.512,15.56,2022-08-06,London,GB
2.299,48.882,17.75,2022-08-17,Paris,FR
2.357,48.833,19.47,2022-08-14,Paris,FR
2.329,48.865,18.25,2022-09-28,Paris,FR
2.354,48.869,18.26,2022-09-28,Paris,FR
2.286,48.861,17.95,2022-09-28,Paris,FR
9.202,45.486,10.26,2021-10-23,Milan,IT
-83.891,43.597,17.32,2022-08-05,Bay City,US
-0.166,51.519,10.64,2022-09-18,Paddington,GB
2.156,41.394,17.22,2021-10-27,Barcelona,ES
2.280,48.858,7.03,2021-10-22,Paris,FR
9.180,45.459,23.52,2022-08-30,Milan,IT
9.195,45.451,14.59,2022-09-19,Milan,IT
2.293,48.871,8.29,2021-10-12,Paris,FR
9.200,45.486,12.36,2021-10-15,Milan,IT
-0.134,51.515,8.84,2021-10-09,London,GB
2.302,48.873,16.90,2022-09-03,Paris,FR
2.335,48.870,8.90,2021-10-18,Paris,FR
-0.160,51.516,10.66,2022-09-18,London,GB
-0.123,51.518,10.09,2022-09-18,London,GB
2.304,48.876,18.36,2022-08-17,Paris,FR
2.315,48.838,7.31,2021-10-22,Paris,FR
2.331,48.843,17.74,2022-08-13,Paris,FR
9.161,45.451,22.53,2022-08-13,Milan,IT
9.179,45.453,18.30,2022-09-11,Milan,IT
9.187,45.467,23.64,2022-08-05,Milan,IT
2.334,48.869,10.34,2021-10-30,Paris,FR
9.193,45.470,10.21,2021-10-23,Milan,IT
9.221,45.501,24.00,2022-08-30,Milan,IT
2.181,41.381,16.71,2021-10-27,Barcelona,ES
-0.181,51.514,12.33,2021-10-15,London,GB
9.179,45.453,14.48,2022-09-19,Milan,IT
2.309,48.867,18.08,2022-08-13,Paris,FR
2.162,41.393,24.77,2022-08-26,Barcelona,ES
-0.175,51.516,17.00,2022-08-24,Paddington,GB
2.291,48.875,7.97,2021-10-12,Paris,FR
2.354,48.869,16.98,2022-09-03,Paris,FR
-0.177,51.514,10.28,2022-09-18,Paddington,GB
2.338,48.851,6.70,2021-10-22,Paris,FR
9.194,45.467,14.77,2022-09-19,Milan,IT
2.347,48.850,11.04,2021-10-02,Paris,FR
9.192,45.458,24.28,2022-08-05,Milan,IT
2.176,41.385,17.56,2021-10-27,Barcelona,ES
2.179,41.396,24.72,2022-08-26,Barcelona,ES
2.305,48.871,17.02,2022-09-03,Paris,FR
2.312,48.872,8.07,2021-10-12,Paris,FR
-0.177,51.495,14.92,2022-08-05,London,GB
2.309,48.871,10.86,2021-10-30,Paris,FR
9.191,45.465,25.17,2022-08-16,Milan,IT
2.331,48.868,17.13,2022-09-03,Paris,FR
-0.107,51.508,12.53,2021-10-15,London,GB
-0.284,51.558,14.16,2022-09-22,London,GB
2.350,48.862,9.01,2021-10-08,Paris,FR
2.288,48.866,18.25,2022-09-28,Paris,FR
2.182,41.396,24.39,2022-08-26,Barcelona,ES
-0.132,51.514,16.08,2022-08-06,London,GB
2.333,48.855,9.19,2021-10-08,Paris,FR
2.308,48.873,18.36,2022-08-17,Paris,FR
-0.157,51.514,14.04,2022-09-02,London,GB
2.138,41.378,24.06,2022-08-26,Barcelona,ES
2.340,48.854,8.27,2021-10-08,Paris,FR
2.303,48.872,9.71,2021-10-18,Paris,FR
9.173,45.441,22.55,2022-08-13,Milan,IT
2.334,48.855,7.44,2021-10-22,Paris,FR
2.344,48.872,17.02,2022-09-03,Paris,FR
2.287,48.866,10.21,2021-10-02,Paris,FR
2.318,48.860,18.64,2022-09-28,Paris,FR
-0.144,51.518,11.82,2021-10-15,London,GB
-0.226,51.505,13.74,2022-09-02,London,GB
2.334,48.869,9.32,2021-10-18,Paris,FR
-0.007,51.543,14.50,2022-09-22,London,GB
9.155,45.468,12.03,2021-10-15,Milan,IT
2.324,48.850,17.94,2022-08-17,Paris,FR
9.184,45.463,11.16,2021-10-23,Milan,IT
2.327,48.871,9.27,2021-10-18,Paris,FR
2.321,48.880,8.59,2021-10-12,Paris,FR
-0.126,51.531,12.28,2021-10-15,London,GB
2.331,48.869,10.37,2021-10-30,Paris,FR
-0.146,51.506,17.08,2022-08-24,London,GB
2.330,48.871,18.17,2022-08-17,Paris,FR
9.198,45.469,22.32,2022-08-13,Milan,IT
2.315,48.871,8.40,2021-10-12,Paris,FR
9.185,45.467,17.74,2022-09-11,Milan,IT
2.155,41.393,17.06,2021-10-27,Barcelona,ES
2.304,48.885,16.62,2022-09-03,Paris,FR
2.300,48.887,17.07,2022-09-03,Paris,FR
9.190,45.465,25.93,2022-08-16,Milan,IT
9.143,45.500,23.91,2022-08-05,Milan,IT
-0.122,51.514,16.64,2022-08-24,London,GB
2.284,48.830,11.13,2021-10-02,Paris,FR
2.330,48.870,8.63,2021-10-12,Paris,FR
-105.637,33.313,17.57,2022-08-16,Ruidoso,US
2.320,48.840,18.07,2022-09-28,Paris,FR
2.315,48.871,10.66,2021-10-30,Paris,FR
9.198,45.485,23.36,2022-08-30,Milan,IT
-0.127,51.514,11.72,2021-10-15,London,GB
9.210,45.463,13.85,2022-09-19,Milan,IT
9.196,45.453,23.54,2022-08-05,Milan,IT
9.207,45.447,10.63,2021-10-23,Milan,IT
2.173,41.391,24.63,2022-08-26,Barcelona,ES
-0.076,51.512,15.39,2022-08-06,London,GB
2.324,48.845,19.69,2022-08-14,Paris,FR
2.349,48.853,10.50,2021-10-02,Paris,FR
-0.212,51.520,17.24,2022-08-24,London,GB
2.337,48.882,7.11,2021-10-21,Paris,FR
-0.127,51.514,10.07,2022-09-18,London,GB
2.294,48.875,7.27,2021-10-21,Paris,FR
2.157,41.389,24.97,2022-08-26,Barcelona,ES
2.325,48.869,7.66,2021-10-21,Paris,FR
-0.117,51.501,14.74,2022-08-05,London,GB
2.314,48.887,9.73,2021-10-18,Paris,FR
-0.132,51.514,12.05,2021-10-15,London,GB
2.309,48.860,10.45,2021-10-02,Paris,FR
-0.180,51.516,15.91,2022-08-06,London,GB
9.145,45.479,12.08,2021-10-15,Milan,IT
2.319,48.884,8.15,2021-10-12,Paris,FR
2.178,41.383,16.77,2021-10-27,Barcelona,ES
-0.125,51.523,8.89,2021-10-09,London,GB
2.335,48.870,7.40,2021-10-21,Paris,FR
-0.292,51.521,14.54,2022-09-22,London,GB
2.305,48.855,18.40,2022-09-28,Paris,FR
2.300,48.869,10.32,2021-10-30,Paris,FR
2.366,48.867,17.38,2022-09-28,Paris,FR
-0.224,51.504,8.16,2021-10-09,London,GB
2.296,48.879,10.89,2021-10-30,Paris,FR
-0.130,51.527,10.76,2022-09-18,London,GB
-0.171,51.517,8.69,2021-10-09,Paddington,GB
9.196,45.464,10.31,2021-10-23,Milan,IT
-0.082,51.515,12.13,2021-10-15,London,GB
9.187,45.464,18.16,2022-09-11,Milan,IT
2.323,48.838,11.74,2021-10-26,Paris,FR
2.324,48.846,8.33,2021-10-08,Paris,FR
2.324,48.860,17.80,2022-09-28,Paris,FR
9.193,45.470,18.15,2022-09-11,Milan,IT
2.157,41.388,24.34,2022-08-26,Barcelona,ES
2.325,48.869,9.29,2021-10-18,Paris,FR
-0.306,51.512,16.62,2022-08-24,London,GB
-0.292,51.521,10.30,2022-09-18,London,GB
2.298,48.872,9.18,2021-10-18,Paris,FR
-0.150,51.506,14.31,2022-09-22,London,GB
2.279,48.846,17.60,2022-08-13,Paris,FR
9.203,45.484,12.71,2021-10-15,Milan,IT
2.320,48.880,18.14,2022-09-28,Paris,FR
2.305,48.871,17.55,2022-09-28,Paris,FR
2.336,48.866,18.19,2022-09-28,Paris,FR
9.190,45.465,22.27,2022-08-13,Milan,IT
2.325,48.869,17.82,2022-09-28,Paris,FR
2.331,48.864,9.07,2021-10-08,Paris,FR
2.324,48.846,10.50,2021-10-02,Paris,FR
9.187,45.456,17.56,2022-09-11,Milan,IT
2.343,48.861,9.07,2021-10-08,Paris,FR
2.342,48.849,11.08,2021-10-26,Paris,FR
-0.178,51.513,11.82,2021-10-15,Paddington,GB
-0.229,51.424,14.71,2022-08-05,London,GB
9.178,45.466,14.20,2022-09-19,Milan,IT
2.373,48.844,17.40,2022-08-17,Paris,FR
9.205,45.452,12.24,2021-10-15,Milan,IT
-0.109,51.514,10.48,2022-09-18,London,GB
-0.169,51.496,15.19,2022-08-05,London,GB
9.209,45.478,21.91,2022-08-13,Milan,IT
2.160,41.387,24.99,2022-08-26,Barcelona,ES
-0.076,51.513,14.16,2022-09-22,London,GB
2.303,48.872,8.19,2021-10-12,Paris,FR
9.210,45.463,11.98,2021-10-15,Milan,IT
9.200,45.486,24.32,2022-08-05,Milan,IT
2.330,48.868,8.53,2021-10-12,Paris,FR
2.330,48.835,18.37,2022-08-17,Paris,FR
2.293,48.856,18.54,2022-09-28,Paris,FR
9.246,45.505,11.85,2021-10-15,Milan,IT
2.343,48.873,9.47,2021-10-18,Paris,FR
2.149,41.394,17.13,2021-10-27,Barcelona,ES
-0.157,51.515,15.12,2022-08-06,London,GB
2.410,48.847,7.36,2021-10-22,Paris 12,FR
2.165,41.393,17.32,2021-10-27,Barcelona,ES
-0.136,51.527,10.04,2022-09-18,London,GB
2.337,48.854,11.00,2021-10-26,Paris,FR
2.143,41.379,17.32,2021-10-27,Barcelona,ES
2.284,48.830,7.05,2021-10-22,Paris,FR
-0.122,51.514,10.75,2022-09-18,London,GB
2.299,48.881,7.45,2021-10-21,Paris,FR
2.342,48.849,17.32,2022-08-13,Paris,FR
2.340,48.855,17.45,2022-08-13,Paris,FR
-0.126,51.520,15.69,2022-08-06,London,GB
-0.135,51.511,17.02,2022-08-24,London,GB
2.129,41.386,24.73,2022-08-26,Barcelona,ES
-0.150,51.510,8.87,2021-10-09,London,GB
-0.158,51.520,8.74,2021-10-09,London,GB
2.309,48.860,19.25,2022-08-14,Paris,FR
2.353,48.863,19.00,2022-08-14,Paris,FR
2.303,48.869,16.92,2022-09-03,Paris,FR
9.196,45.464,17.71,2022-09-11,Milan,IT
-0.153,51.522,8.54,2021-10-09,London,GB
9.184,45.463,17.57,2022-09-11,Milan,IT
9.187,45.456,23.98,2022-08-30,Milan,IT
2.334,48.850,18.35,2022-09-28,Paris,FR
-0.152,51.507,10.15,2022-09-18,London,GB
2.330,48.841,9.16,2021-10-08,Paris,FR
2.212,41.408,24.40,2022-08-26,Barcelona,ES
2.332,48.864,11.28,2021-10-26,Paris,FR
2.325,48.876,18.30,2022-08-17,Paris,FR
9.209,45.447,12.59,2021-10-15,Milan,IT
2.344,48.872,18.05,2022-08-17,Paris,FR
9.196,45.453,25.20,2022-08-16,Milan,IT
2.379,48.861,11.80,2021-10-26,Paris,FR
2.326,48.835,7.30,2021-10-22,Paris,FR
-0.131,51.521,13.89,2022-09-02,London,GB
-0.151,51.517,14.33,2022-09-02,London,GB
2.345,48.879,8.21,2021-10-12,Paris,FR
9.173,45.441,14.38,2022-09-19,Milan,IT
-0.088,51.505,12.51,2021-10-15,London,GB
2.325,48.871,8.91,2021-10-18,Paris,FR
2.333,48.868,18.19,2022-08-17,Paris,FR
9.190,45.470,10.98,2021-10-23,Milan,IT
2.201,41.406,16.82,2021-10-27,Barcelona,ES
2.167,41.389,17.57,2021-10-27,Barcelona,ES
-0.095,51.505,10.77,2022-09-18,London,GB
2.291,48.875,7.14,2021-10-21,Paris,FR
2.147,41.395,24.26,2022-08-26,Barcelona,ES
2.319,48.875,17.49,2022-09-03,Paris,FR
9.239,45.491,10.51,2021-10-23,Milan,IT
9.146,45.479,12.65,2021-10-15,Milan,IT
2.309,48.867,19.32,2022-08-14,Paris,FR
2.357,48.825,18.39,2022-09-28,Paris,FR
2.304,48.867,10.93,2021-10-26,Paris,FR
2.300,48.876,9.66,2021-10-18,Paris,FR
-0.132,51.508,14.12,2022-09-02,London,GB
-0.132,51.527,10.59,2022-09-18,London,GB
2.283,48.869,9.64,2021-10-18,Irving,US
9.195,45.464,22.50,2022-08-13,Milan,IT
2.295,48.878,7.08,2021-10-21,Paris,FR
9.204,45.481,24.04,2022-08-05,Milan,IT
-0.142,51.507,15.97,2022-08-06,London,GB
2.405,48.843,18.93,2022-08-14,Paris,FR
2.301,48.869,17.44,2022-09-03,Paris,FR
9.188,45.463,17.55,2022-09-11,Milan,IT
2.381,48.857,8.83,2021-10-08,Paris,FR
2.343,48.875,18.01,2022-09-28,Paris,FR
2.321,48.880,18.21,2022-09-28,Paris,FR
-0.132,51.519,8.30,2021-10-09,London,GB
2.366,48.848,8.64,2021-10-08,Paris,FR
9.206,45.485,12.70,2021-10-15,Milan,IT
2.308,48.873,17.44,2022-09-28,Paris,FR
9.196,45.474,25.66,2022-08-16,Milan,IT
-0.197,51.510,12.41,2021-10-15,London,GB
-0.157,51.514,15.19,2022-08-06,London,GB
2.317,48.875,17.54,2022-09-28,Paris,FR
9.145,45.501,18.00,2022-09-11,Milan,IT
9.191,45.461,23.40,2022-08-30,Milan,IT
9.195,45.479,23.72,2022-08-05,Milan,IT
2.321,48.880,7.45,2021-10-21,Paris,FR
2.352,48.845,8.31,2021-10-08,Paris,FR
2.302,48.848,6.70,2021-10-22,Paris,FR
9.159,45.466,12.29,2021-10-15,Milan,IT
2.307,48.873,17.80,2022-08-17,Paris,FR
-0.070,51.546,10.08,2022-09-18,London,GB
2.336,48.873,6.85,2021-10-21,Paris,FR
2.308,48.873,16.72,2022-09-03,Paris,FR
2.344,48.860,10.98,2021-10-26,Paris,FR
-0.072,51.506,11.96,2021-10-15,London,GB
-0.180,51.514,10.05,2022-09-18,Paddington,GB
2.301,48.887,17.91,2022-09-28,Irving,US
2.350,48.862,17.10,2022-08-13,Paris,FR
2.331,48.855,19.38,2022-08-14,Paris,FR
-0.150,51.505,10.77,2022-09-18,London,GB
2.352,48.864,17.57,2022-08-13,Paris,FR
-86.868,20.875,27.07,2022-09-28,Mont Belvieu,US
2.335,48.856,7.23,2021-10-22,Paris,FR
-0.150,51.518,14.14,2022-09-02,London,GB
9.177,45.460,14.27,2022-09-19,Milan,IT
2.343,48.861,17.83,2022-08-17,Paris,FR
9.224,45.474,10.47,2021-10-23,Milan,IT
-0.129,51.507,11.77,2021-10-15,London,GB
2.329,48.865,18.96,2022-08-14,Paris,FR
-0.086,51.522,13.71,2022-09-02,London,GB
2.305,48.865,19.66,2022-08-14,Paris,FR
2.357,48.833,11.45,2021-10-26,Paris,FR
2.212,41.405,24.51,2022-08-26,Barcelona,ES
-0.047,51.522,13.72,2022-09-22,London,GB
-0.124,51.520,17.37,2022-08-24,London,GB
2.357,48.858,17.43,2022-08-13,Paris,FR
-0.219,51.505,8.82,2021-10-09,London,GB
2.342,48.843,19.58,2022-08-14,Paris,FR
2.326,48.872,10.51,2021-10-30,Paris,FR
-0.150,51.505,8.02,2021-10-09,London,GB
2.326,48.884,9.35,2021-10-18,Paris,FR
2.306,48.838,18.94,2022-08-14,Paris,FR
-116.545,33.841,28.19,2022-08-17,Palm Springs,US
9.215,45.526,23.76,2022-08-05,Milan,IT
9.208,45.484,24.16,2022-08-30,Milan,IT
9.187,45.467,14.02,2022-09-19,Milan,IT
2.330,48.868,16.66,2022-09-03,Paris,FR
2.340,48.855,11.69,2021-10-26,Paris,FR
2.330,48.865,8.69,2021-10-08,Paris,FR
-0.007,51.543,15.17,2022-08-06,London,GB
9.196,45.479,17.79,2022-09-11,Milan,IT
-0.114,51.526,15.80,2022-08-06,London,GB
-0.273,51.508,15.47,2022-08-06,London,GB
9.202,45.487,12.64,2021-10-15,Milan,IT
-0.203,51.512,8.76,2021-10-09,London,GB
2.330,48.835,19.28,2022-08-14,Paris,FR
9.164,45.486,25.55,2022-08-16,Milan,IT
-0.145,51.496,14.69,2022-08-05,London,GB
2.290,48.838,11.16,2021-10-26,Paris,FR
9.192,45.451,23.76,2022-08-30,Milan,IT
-0.150,51.505,17.53,2022-08-24,London,GB
2.147,41.373,16.82,2021-10-27,Barcelona,ES
2.321,48.880,11.09,2021-10-30,Paris,FR
9.155,45.490,12.69,2021-10-15,Milan,IT
2.298,48.852,18.38,2022-08-17,Paris,FR
-0.143,51.522,8.34,2021-10-09,London,GB
-0.153,51.522,12.12,2021-10-15,London,GB
9.213,45.527,12.78,2021-10-15,Milan,IT
9.222,45.502,22.34,2022-08-13,Milan,IT
2.342,48.843,6.66,2021-10-22,Paris,FR
-0.007,51.543,14.19,2022-09-22,London,GB
-0.131,51.508,12.34,2021-10-15,London,GB
9.176,45.482,17.71,2022-09-11,Milan,IT
2.161,41.396,24.19,2022-08-26,Barcelona,ES
-0.186,51.512,8.42,2021-10-09,London,GB
-0.104,51.523,8.55,2021-10-09,London,GB
2.302,48.873,17.46,2022-08-17,Paris,FR
2.329,48.868,8.51,2021-10-12,Paris,FR
2.318,48.871,17.50,2022-09-28,Paris,FR
-0.110,51.532,17.54,2022-08-24,London,GB
