lng,lat,avg_tmpr_c,wthr_date,city,country
2.180,41.390,16.89,2021-10-27,Barcelona,ES
2.342,48.845,19.43,2022-08-14,Paris,FR
-0.098,51.574,8.50,2021-10-09,London,GB
-0.142,51.508,10.14,2022-09-18,London,GB
-75.114,41.845,6.39,2021-10-23,Long Eddy,US
-0.125,51.520,13.42,2022-09-02,London,GB
2.298,48.874,16.98,2022-09-03,Paris,FR
-0.142,51.508,12.31,2021-10-15,London,GB
2.324,48.850,8.44,2021-10-08,Paris,FR
2.167,41.387,16.88,2021-10-27,Barcelona,ES
2.341,48.882,17.85,2022-09-28,Paris,FR
-0.140,51.506,8.87,2021-10-09,London,GB
2.308,48.854,11.82,2021-10-26,Paris,FR
2.202,41.399,17.03,2021-10-27,Barcelona,ES
2.324,48.840,18.95,2022-08-14,Paris,FR
2.343,48.861,19.58,2022-08-14,Paris,FR
2.369,48.855,10.40,2021-10-02,Paris,FR
9.202,45.478,18.26,2022-09-11,Milan,IT
-0.138,51.499,15.25,2022-08-05,London,GB
-0.124,51.505,11.64,2021-10-15,London,GB
9.193,45.471,25.07,2022-08-16,Milan,IT
-0.180,51.514,12.51,2021-10-15,Paddington,GB
2.332,48.872,18.34,2022-08-17,Paris,FR
-0.070,51.546,8.09,2021-10-09,London,GB
-0.150,51.510,14.42,2022-09-22,London,GB
2.344,48.873,7.52,2021-10-21,Paris,FR
-0.129,51.507,17.22,2022-08-24,London,GB
2.372,48.863,17.52,2022-08-13,Paris,FR
9.183,45.485,10.23,2021-10-23,Milan,IT
2.374,48.852,8.63,2021-10-08,Paris,FR
9.191,45.461,11.84,2021-10-15,Milan,IT
2.349,48.853,19.56,2022-08-14,Paris,FR
-0.102,51.520,15.20,2022-08-06,London,GB
2.331,48.864,18.49,2022-09-28,Paris,FR
-0.181,51.511,15.31,2022-08-06,London,GB
2.294,48.875,10.83,2021-10-30,Paris,FR
-0.187,51.475,14.98,2022-08-05,London,GB
-0.100,51.521,10.44,2022-09-18,London,GB
9.239,45.491,23.84,2022-08-05,Milan,IT
-0.083,51.526,17.52,2022-08-24,London,GB
2.342,48.875,10.59,2021-10-30,Paris,FR
2.136,41.389,16.75,2021-10-27,Barcelona,ES
2.324,48.871,6.81,2021-10-21,Paris,FR
-76.756,39.184,14.13,2021-10-23,Elkridge,US
-0.087,51.519,15.85,2022-08-06,London,GB
-0.172,51.491,14.99,2022-08-05,London,GB
2.331,48.868,11.17,2021-10-30,Paris,FR
9.184,45.477,24.15,2022-08-05,Milan,IT
-0.184,51.511,17.21,2022-08-24,London,GB
-0.204,51.563,8.12,2021-10-09,London,GB
2.349,48.878,9.07,2021-10-18,Paris,FR
-0.150,51.506,15.13,2022-08-06,London,GB
2.286,48.861,19.36,2022-08-14,Paris,FR
-0.127,51.510,14.35,2022-09-22,London,GB
2.212,41.411,24.31,2022-08-26,Barcelona,ES
9.204,45.481,25.08,2022-08-16,Milan,IT
2.303,48.868,7.44,2021-10-21,Paris,FR
9.146,45.479,22.60,2022-08-13,Milan,IT
2.335,48.872,17.10,2022-09-03,Paris,FR
-0.057,51.515,13.93,2022-09-02,London,GB
-0.122,51.520,13.88,2022-09-22,London,GB
2.286,48.861,7.01,2021-10-22,Paris,FR
2.195,41.386,17.43,2021-10-27,Barcelona,ES
9.176,45.452,22.22,2022-08-13,Milan,IT
2.283,48.847,7.59,2021-10-22,Paris,FR
-0.150,51.504,8.34,2021-10-09,London,GB
2.335,48.856,8.39,2021-10-08,Paris,FR
-0.136,51.509,13.88,2022-09-02,London,GB
2.327,48.867,17.31,2022-09-28,Paris,FR
-0.109,51.514,16.89,2022-08-24,London,GB
9.207,45.468,10.24,2021-10-23,Milan,IT
-0.150,51.504,15.85,2022-08-06,London,GB
2.305,48.875,10.89,2021-10-30,Paris,FR
-96.374,42.508,15.40,2021-10-15,Sioux City,US
-0.131,51.511,10.28,2022-09-18,London,GB
-0.158,51.515,14.28,2022-09-22,London,GB
-0.183,51.519,10.18,2022-09-18,London,GB
9.210,45.463,22.63,2022-08-13,Milan,IT
2.308,48.867,17.80,2022-08-13,Paris,FR
2.319,48.871,9.10,2021-10-18,Paris,FR
2.327,48.867,16.82,2022-09-03,Paris,FR
2.324,48.860,19.41,2022-08-14,Paris,FR
2.354,48.868,7.20,2021-10-21,Paris,FR
2.309,48.860,18.04,2022-08-13,Paris,FR
2.331,48.869,9.82,2021-10-18,Paris,FR
9.191,45.469,25.28,2022-08-16,Milan,IT
2.142,41.390,16.89,2021-10-27,Barcelona,ES
-0.217,51.583,12.47,2021-10-15,London,GB
-0.137,51.517,17.19,2022-08-24,London,GB
2.162,41.396,24.36,2022-08-26,Barcelona,ES
-0.137,51.529,15.90,2022-08-06,Fitzrovia,GB
-117.300,45.418,2.01,2021-10-21,Enterprise,US
2.335,48.855,7.46,2021-10-22,Paris,FR
9.257,45.448,25.43,2022-08-16,Milan,IT
9.194,45.473,25.75,2022-08-16,Milan,IT
9.184,45.467,14.73,2022-09-19,Milan,IT
2.361,48.864,18.32,2022-08-17,Paris,FR
-0.132,51.519,10.37,2022-09-18,London,GB
2.319,48.873,18.05,2022-08-17,Paris,FR
2.344,48.860,17.50,2022-08-17,Paris,FR
2.286,48.878,8.71,2021-10-12,Paris,FR
-0.134,51.515,14.63,2022-09-22,London,GB
-0.306,51.512,8.43,2021-10-09,London,GB
2.359,48.876,18.00,2022-09-28,Paris,FR
2.366,48.867,17.22,2022-09-03,Paris,FR
9.189,45.465,23.95,2022-08-30,Milan,IT
2.309,48.866,18.14,2022-09-28,Paris,FR
2.324,48.881,8.51,2021-10-12,Paris,FR
-0.055,51.546,8.63,2021-10-09,London,GB
9.168,45.457,11.17,2021-10-23,Milan,IT
9.165,45.484,10.90,2021-10-23,Milan,IT
2.143,41.395,16.72,2021-10-27,Barcelona,ES
2.306,48.875,7.64,2021-10-21,Paris,FR
-0.123,51.529,14.05,2022-09-22,London,GB
2.330,48.842,10.54,2021-10-02,Paris,FR
-0.113,51.499,14.53,2022-08-05,London,GB
2.337,48.868,17.57,2022-08-17,Paris,FR
9.228,45.502,17.74,2022-09-11,Milan,IT
2.328,48.881,10.77,2021-10-30,Paris,FR
2.307,48.873,7.37,2021-10-21,Paris,FR
2.298,48.869,10.29,2021-10-30,Paris,FR
2.306,48.838,7.02,2021-10-22,Paris,FR
9.183,45.489,18.19,2022-09-11,Milan,IT
2.350,48.889,17.63,2022-09-28,Paris,FR
-0.138,51.524,10.07,2022-09-18,London,GB
2.130,41.400,24.08,2022-08-26,Barcelona,ES
2.304,48.867,18.22,2022-09-28,Paris,FR
2.300,48.869,17.03,2022-09-03,Paris,FR
-0.181,51.496,14.67,2022-08-05,London,GB
-0.108,51.522,14.23,2022-09-02,London,GB
9.192,45.441,22.55,2022-08-13,Milan,IT
-94.159,30.039,27.51,2022-08-05,Beaumont,US
2.381,48.838,18.11,2022-08-17,Paris,FR
-0.122,51.520,16.63,2022-08-24,London,GB
2.288,48.866,17.89,2022-08-17,Paris,FR
2.338,48.879,16.67,2022-09-03,Paris,FR
2.361,48.869,10.29,2021-10-30,Paris,FR
2.330,48.842,11.48,2021-10-26,Paris,FR
2.166,41.399,17.34,2021-10-27,Barcelona,ES
9.181,45.462,17.53,2022-09-11,Milan,IT
2.166,41.396,24.06,2022-08-26,Barcelona,ES
2.165,41.389,16.98,2021-10-27,Barcelona,ES
2.338,48.879,8.77,2021-10-12,Paris,FR
2.296,48.849,11.59,2021-10-26,Paris,FR
-0.178,51.512,15.58,2022-08-06,Paddington,GB
2.343,48.874,8.56,2021-10-12,Paris,FR
2.285,48.857,19.14,2022-08-14,Paris,FR
9.207,45.464,17.77,2022-09-11,Milan,IT
9.206,45.485,13.85,2022-09-19,Milan,IT
2.338,48.852,18.95,2022-08-14,Paris,FR
-0.079,51.524,13.85,2022-09-22,London,GB
-0.156,51.514,12.14,2021-10-15,London,GB
2.293,48.850,10.26,2021-10-02,Paris,FR
-0.137,51.529,10.27,2022-09-18,Fitzrovia,GB
2.415,48.855,19.17,2022-08-14,Vincennes,FR
2.343,48.861,19.55,2022-08-14,Paris,FR
2.342,48.875,17.99,2022-09-28,Celina,US
-0.016,51.509,15.23,2022-08-06,London,GB
9.192,45.481,14.39,2022-09-19,Milan,IT
2.317,48.875,9.44,2021-10-18,Paris,FR
2.332,48.849,18.73,2022-09-28,Paris,FR
2.337,48.854,18.29,2022-09-28,Paris,FR
-0.128,51.518,17.54,2022-08-24,London,GB
2.158,41.392,24.40,2022-08-26,Barcelona,ES
-0.122,51.517,13.88,2022-09-02,London,GB
9.207,45.468,11.96,2021-10-15,Milan,IT
2.288,48.833,19.55,2022-08-14,Paris,FR
9.194,45.473,10.68,2021-10-23,Milan,IT
-0.204,51.563,12.19,2021-10-15,London,GB
2.302,48.874,7.65,2021-10-21,Paris,FR
2.342,48.849,7.54,2021-10-22,Paris,FR
9.176,45.452,25.30,2022-08-16,Milan,IT
9.200,45.486,14.00,2022-09-19,Milan,IT
9.145,45.479,25.72,2022-08-16,Milan,IT
9.184,45.477,18.25,2022-09-11,Milan,IT
2.330,48.865,11.41,2021-10-26,Paris,FR
-0.117,51.513,13.60,2022-09-02,London,GB
2.352,48.864,19.43,2022-08-14,Paris,FR
9.206,45.475,23.88,2022-08-30,Milan,IT
2.338,48.871,8.95,2021-10-18,Paris,FR
2.332,48.882,18.10,2022-08-17,Paris,FR
2.290,48.866,10.94,2021-10-26,Paris,FR
-0.163,51.501,14.41,2022-08-05,London,GB
2.286,48.861,17.63,2022-08-17,Paris,FR
2.324,48.824,18.46,2022-09-28,Paris,FR
-0.279,51.561,14.38,2022-09-02,London,GB
9.161,45.491,10.64,2021-10-23,Milan,IT
2.324,48.873,7.13,2021-10-21,Paris,FR
9.185,45.467,14.20,2022-09-19,Milan,IT
2.298,48.869,6.98,2021-10-21,Paris,FR
-0.170,51.542,13.50,2022-09-02,London,GB
9.189,45.465,22.42,2022-08-13,Milan,IT
-0.183,51.514,17.46,2022-08-24,London,GB
2.290,48.838,10.38,2021-10-02,Paris,FR
2.300,48.887,6.82,2021-10-21,Paris,FR
2.343,48.861,7.21,2021-10-22,Paris,FR
2.336,48.866,17.27,2022-08-13,Paris,FR
2.132,41.389,16.88,2021-10-27,Barcelona,ES
-0.070,51.546,11.69,2021-10-15,London,GB
2.284,48.830,17.42,2022-08-17,Paris,FR
2.334,48.885,18.26,2022-09-28,Paris,FR
2.357,48.825,7.05,2021-10-22,Paris,FR
-105.530,44.294,11.59,2021-10-21,Gillette,US
2.367,48.866,11.15,2021-10-26,Paris,FR
-0.178,51.515,10.15,2022-09-18,Paddington,GB
-0.136,51.517,10.96,2022-09-18,London,GB
2.331,48.884,16.71,2022-09-03,Paris,FR
-0.161,51.515,15.88,2022-08-06,London,GB
-0.091,51.514,15.20,2022-08-06,London,GB
2.175,41.385,24.74,2022-08-26,Barcelona,ES
2.147,41.395,16.63,2021-10-27,Barcelona,ES
-0.286,51.555,13.75,2022-09-22,London,GB
2.285,48.857,8.95,2021-10-08,Paris,FR
9.221,45.501,24.35,2022-08-05,Milan,IT
2.158,41.392,16.64,2021-10-27,Barcelona,ES
-0.104,51.523,8.81,2021-10-09,London,GB
2.324,48.871,16.53,2022-09-03,Paris,FR
-0.126,51.524,17.24,2022-08-24,London,GB
9.155,45.468,10.22,2021-10-23,Milan,IT
2.294,48.876,9.01,2021-10-18,Paris,FR
2.293,48.878,11.08,2021-10-30,Paris,FR
-0.171,51.517,13.92,2022-09-22,Paddington,GB
2.349,48.873,8.34,2021-10-12,Paris,FR
2.326,48.872,16.76,2022-09-03,Paris,FR
-0.171,51.520,15.26,2022-08-06,Paddington,GB
-101.846,33.536,28.03,2022-09-18,Lubbock,US
-0.150,51.506,8.11,2021-10-09,London,GB
9.207,45.464,23.40,2022-08-05,Milan,IT
9.192,45.466,25.42,2022-08-16,Milan,IT
9.204,45.479,25.50,2022-08-16,Milan,IT
2.369,48.864,10.54,2021-10-02,Paris,FR
9.177,45.460,10.81,2021-10-23,Milan,IT
2.372,48.837,18.33,2022-08-17,Paris,FR
2.187,41.411,24.18,2022-08-26,Barcelona,ES
2.304,48.876,10.98,2021-10-30,Paris,FR
-0.319,51.514,12.13,2021-10-15,London,GB
2.329,48.865,8.83,2021-10-08,Paris,FR
2.297,48.869,16.99,2022-09-03,Paris,FR
2.283,48.847,17.85,2022-09-28,Paris,FR
2.353,48.858,7.48,2021-10-22,Paris,FR
-0.124,51.505,10.53,2022-09-18,London,GB
-0.102,51.520,8.83,2021-10-09,London,GB
2.316,48.873,9.58,2021-10-18,Paris,FR
2.327,48.866,18.33,2022-08-17,Paris,FR
-0.144,51.530,15.95,2022-08-06,Fitzrovia,GB
2.381,48.857,17.65,2022-08-17,Paris,FR
2.313,48.882,9.28,2021-10-18,Paris,FR
2.349,48.852,17.56,2022-08-13,Paris,FR
2.301,48.875,7.43,2021-10-21,Paris,FR
-0.122,51.514,14.16,2022-09-22,London,GB
2.341,48.849,18.60,2022-09-28,Paris,FR
2.332,48.864,19.21,2022-08-14,Paris,FR
-0.128,51.518,13.70,2022-09-02,London,GB
2.311,48.861,18.19,2022-09-28,Paris,FR
9.207,45.474,24.00,2022-08-30,Milan,IT
-0.077,51.511,15.96,2022-08-06,London,GB
2.332,48.854,17.44,2022-08-17,Paris,FR
2.309,48.867,8.51,2021-10-08,Paris,FR
9.192,45.466,12.16,2021-10-15,Milan,IT
2.326,48.820,19.68,2022-08-14,Paris,FR
-0.148,51.513,8.25,2021-10-09,London,GB
9.204,45.486,10.61,2021-10-23,Milan,IT
2.354,48.869,9.14,2021-10-18,Paris,FR
-0.197,51.510,14.57,2022-09-22,London,GB
2.283,48.869,16.72,2022-09-03,Paris,FR
9.184,45.467,25.40,2022-08-16,Milan,IT
9.204,45.483,12.75,2021-10-15,Milan,IT
2.345,48.866,17.53,2022-08-17,Paris,FR
2.127,41.381,24.91,2022-08-26,Barcelona,ES
9.204,45.481,10.55,2021-10-23,Milan,IT
2.326,48.866,10.43,2021-10-02,Paris,FR
2.331,48.843,10.50,2021-10-02,Paris,FR
2.343,48.854,7.11,2021-10-22,Paris,FR
-0.170,51.542,17.40,2022-08-24,London,GB
2.310,48.873,9.84,2021-10-18,Paris,FR
2.345,48.872,7.60,2021-10-21,Paris,FR
9.184,45.467,18.31,2022-09-11,Milan,IT
9.203,45.484,22.67,2022-08-13,Milan,IT
-0.150,51.504,10.28,2022-09-18,London,GB
-0.134,51.514,15.30,2022-08-06,London,GB
2.336,48.873,17.10,2022-09-03,Paris,FR
2.330,48.835,11.86,2021-10-26,Paris,FR
9.161,45.451,23.54,2022-08-05,Milan,IT
2.303,48.867,17.78,2022-08-13,Paris,FR
2.314,48.887,10.38,2021-10-30,Paris,FR
2.346,48.839,18.16,2022-09-28,Paris,FR
2.329,48.868,17.66,2022-08-17,Paris,FR
-0.126,51.507,10.49,2022-09-18,London,GB
9.144,45.473,17.87,2022-09-11,Milan,IT
2.337,48.866,19.44,2022-08-14,Paris,FR
2.170,41.390,24.16,2022-08-26,Barcelona,ES
2.294,48.871,7.19,2021-10-21,Paris,FR
2.307,48.869,7.08,2021-10-21,Paris,FR
-0.292,51.521,11.64,2021-10-15,London,GB
-0.110,51.532,13.69,2022-09-02,London,GB
2.341,48.864,17.78,2022-08-17,Paris,FR
2.331,48.884,6.91,2021-10-21,Paris,FR
2.324,48.871,11.16,2021-10-30,Paris,FR
2.167,41.386,24.23,2022-08-26,Barcelona,ES
2.328,48.871,7.12,2021-10-21,Paris,FR
9.191,45.466,10.99,2021-10-23,Milan,IT
2.342,48.845,17.80,2022-08-13,Paris,FR
2.308,48.854,10.47,2021-10-02,Paris,FR
2.339,48.852,7.13,2021-10-22,Paris,FR
2.304,48.862,17.58,2022-08-17,Paris,FR
-0.180,51.512,12.03,2021-10-15,Paddington,GB
2.332,48.872,10.94,2021-10-30,Paris,FR
2.325,48.876,9.62,2021-10-18,Paris,FR
2.323,48.838,10.88,2021-10-02,Paris,FR
2.300,48.870,9.26,2021-10-18,Paris,FR
2.332,48.882,17.92,2022-09-28,Paris,FR
9.144,45.473,10.75,2021-10-23,Milan,IT
2.301,48.861,7.28,2021-10-22,Paris,FR
2.304,48.866,11.77,2021-10-26,Paris,FR
2.304,48.868,10.27,2021-10-30,Paris,FR
-0.128,51.518,16.92,2022-08-24,London,GB
9.214,45.469,25.76,2022-08-16,Milan,IT
-0.124,51.520,16.03,2022-08-06,London,GB
-0.122,51.517,10.44,2022-09-18,London,GB
9.168,45.457,13.85,2022-09-19,Milan,IT
-0.181,51.514,13.77,2022-09-22,London,GB
2.304,48.885,8.84,2021-10-12,Paris,FR
2.305,48.873,16.66,2022-09-03,Paris,FR
2.165,41.393,24.35,2022-08-26,Barcelona,ES
2.286,48.861,8.49,2021-10-08,Paris,FR
2.324,48.846,17.15,2022-08-13,Paris,FR
2.284,48.830,19.64,2022-08-14,Paris,FR
9.192,45.441,12.21,2021-10-15,Milan,IT
2.321,48.870,6.85,2021-10-21,Paris,FR
2.284,48.876,10.50,2021-10-30,Paris,FR
2.201,41.406,17.44,2021-10-27,Barcelona,ES
-108.569,39.067,23.15,2022-08-06,Grand Junction,US
2.345,48.850,18.00,2022-08-13,Paris,FR
2.328,48.844,19.86,2022-08-14,Paris,FR
-0.136,51.510,15.25,2022-08-06,London,GB
-0.182,51.495,14.59,2022-08-05,London,GB
-0.123,51.518,11.99,2021-10-15,London,GB
-0.080,51.527,13.59,2022-09-02,London,GB
2.331,48.857,10.47,2021-10-02,Paris,FR
2.300,48.876,10.85,2021-10-30,Paris,FR
-0.144,51.518,14.10,2022-09-02,London,GB
-0.105,51.505,10.39,2022-09-18,London,GB
2.330,48.866,11.08,2021-10-02,Paris,FR
-0.180,51.512,14.36,2022-09-22,Paddington,GB
2.337,48.871,9.75,2021-10-18,Paris,FR
2.304,48.876,17.47,2022-09-03,Paris,FR
-0.083,51.526,10.85,2022-09-18,London,GB
2.338,48.872,7.47,2021-10-21,Paris,FR
-0.158,51.515,16.65,2022-08-24,London,GB
2.321,48.835,17.93,2022-09-28,Paris,FR
-0.121,51.491,14.95,2022-08-05,London,GB
2.339,48.879,10.77,2021-10-30,Paris,FR
2.343,48.897,8.94,2021-10-18,Paris,FR
-0.182,51.512,13.54,2022-09-02,London,GB
2.345,48.873,17.69,2022-08-17,Paris,FR
-0.126,51.507,14.12,2022-09-02,London,GB
-0.263,51.521,13.55,2022-09-02,London,GB
2.280,48.858,18.98,2022-08-14,Paris,FR
2.166,41.386,16.93,2021-10-27,Barcelona,ES
2.327,48.868,10.38,2021-10-30,Paris,FR
-0.105,51.505,16.62,2022-08-24,London,GB
2.385,48.897,7.16,2021-10-21,Paris,FR
2.343,48.849,8.24,2021-10-08,Paris,FR
2.360,48.902,9.07,2021-10-18,Paris,FR
9.202,45.478,22.49,2022-08-13,Milan,IT
-0.062,51.532,16.01,2022-08-06,London,GB
-0.186,51.512,13.63,2022-09-02,London,GB
2.329,48.880,17.65,2022-08-17,Paris,FR
-0.023,51.501,14.45,2022-08-05,London,GB
2.338,48.879,17.35,2022-09-28,Paris,FR
-0.171,51.517,11.79,2021-10-15,Paddington,GB
9.197,45.507,10.72,2021-10-23,Milan,IT
2.344,48.872,10.47,2021-10-30,Paris,FR
-0.177,51.514,12.45,2021-10-15,Paddington,GB
-0.180,51.514,11.87,2021-10-15,Paddington,GB
9.174,45.510,22.50,2022-08-13,Milan,IT
2.327,48.871,8.43,2021-10-12,Paris,FR
2.327,48.877,6.92,2021-10-21,Paris,FR
2.319,48.875,7.14,2021-10-21,Paris,FR
9.203,45.478,23.90,2022-08-30,Milan,IT
9.257,45.448,17.66,2022-09-11,Milan,IT
9.209,45.478,10.44,2021-10-23,Milan,IT
2.302,48.842,11.24,2021-10-26,Paris,FR
2.344,48.860,8.66,2021-10-08,Paris,FR
-0.151,51.511,8.57,2021-10-09,London,GB
2.367,48.843,9.16,2021-10-08,Paris,FR
2.309,48.872,17.47,2022-08-17,Paris,FR
-0.122,51.520,16.65,2022-08-24,London,GB
9.192,45.481,17.80,2022-09-11,Milan,IT
2.304,48.866,17.57,2022-08-17,Paris,FR
9.228,45.502,23.90,2022-08-30,Milan,IT
9.196,45.479,12.21,2021-10-15,Milan,IT
-0.131,51.521,10.32,2022-09-18,London,GB
2.331,48.855,10.23,2021-10-02,Paris,FR
-0.176,51.494,14.42,2022-08-05,London,GB
2.304,48.867,18.39,2022-09-28,Paris,FR
2.330,48.865,7.08,2021-10-22,Paris,FR
-0.088,51.516,16.98,2022-08-24,London,GB
2.326,48.872,16.59,2022-09-03,Paris,FR
-0.159,51.515,17.25,2022-08-24,London,GB
9.207,45.485,14.05,2022-09-19,Milan,IT
2.333,48.866,19.14,2022-08-14,Paris,FR
-0.229,51.493,14.65,2022-08-05,London,GB
2.332,48.866,18.29,2022-09-28,Paris,FR
9.198,45.469,25.66,2022-08-16,Milan,IT
-0.092,51.521,15.44,2022-08-06,London,GB
2.339,48.871,9.49,2021-10-18,Paris,FR
9.212,45.485,25.34,2022-08-16,Milan,IT
2.368,48.861,10.63,2021-10-02,Paris,FR
2.283,48.847,17.93,2022-08-13,Paris,FR
2.381,48.857,19.66,2022-08-14,Paris,FR
2.174,41.387,16.98,2021-10-27,Barcelona,ES
9.191,45.458,18.26,2022-09-11,Milan,IT
9.206,45.500,22.46,2022-08-13,Milan,IT
2.330,48.840,17.64,2022-08-13,Paris,FR
9.149,45.480,23.41,2022-08-05,Milan,IT
-0.279,51.561,13.96,2022-09-22,London,GB
2.161,41.386,24.30,2022-08-26,Barcelona,ES
2.169,41.383,24.35,2022-08-26,Barcelona,ES
9.231,45.438,14.65,2022-09-19,Milan,IT
-0.080,51.510,15.58,2022-08-06,London,GB
2.329,48.867,19.27,2022-08-14,Paris,FR
2.344,48.853,18.23,2022-08-17,Paris,FR
2.329,48.867,18.24,2022-09-28,Paris,FR
9.189,45.461,25.72,2022-08-16,Milan,IT
9.198,45.485,23.44,2022-08-05,Milan,IT
-0.174,51.515,10.22,2022-09-18,Paddington,GB
9.192,45.481,10.54,2021-10-23,Milan,IT
-0.122,51.520,10.41,2022-09-18,London,GB
-0.087,51.519,16.72,2022-08-24,London,GB
2.170,41.383,17.14,2021-10-27,Barcelona,ES
2.339,48.871,17.89,2022-08-17,Paris,FR
2.299,48.881,17.98,2022-08-17,Paris,FR
2.331,48.864,11.15,2021-10-02,Paris,FR
2.367,48.866,10.32,2021-10-02,Paris,FR
2.304,48.865,11.69,2021-10-26,Paris,FR
-0.180,51.516,11.64,2021-10-15,London,GB
2.294,48.876,18.18,2022-08-17,Paris,FR
2.308,48.859,10.84,2021-10-02,Paris,FR
2.290,48.866,10.34,2021-10-02,Paris,FR
-0.129,51.517,8.61,2021-10-09,London,GB
9.170,45.450,23.57,2022-08-30,Milan,IT
2.158,41.398,24.86,2022-08-26,Barcelona,ES
2.328,48.881,9.05,2021-10-18,Paris,FR
-0.152,51.506,16.86,2022-08-24,London,GB
2.343,48.848,17.89,2022-08-13,Paris,FR
2.282,48.882,17.84,2022-09-28,Paris,FR
-0.285,51.559,14.38,2022-09-02,London,GB
-0.180,51.514,15.57,2022-08-06,Paddington,GB
2.158,41.398,16.80,2021-10-27,Barcelona,ES
2.301,48.874,18.05,2022-08-17,Paris,FR
-0.175,51.516,14.09,2022-09-22,Paddington,GB
2.345,48.866,10.21,2021-10-02,Paris,FR
-0.160,51.493,14.94,2022-08-05,London,GB
-0.085,51.513,13.72,2022-09-02,London,GB
-0.087,51.519,11.92,2021-10-15,London,GB
2.298,48.852,10.60,2021-10-02,Paris,FR
-0.070,51.517,14.22,2022-09-02,London,GB
-0.191,51.494,14.75,2022-08-05,London,GB
2.298,48.869,9.65,2021-10-18,Paris,FR
9.183,45.489,18.09,2022-09-11,Milan,IT
2.352,48.845,10.44,2021-10-02,Paris,FR
2.294,48.875,17.75,2022-08-17,Paris,FR
-0.126,51.507,14.39,2022-09-02,London,GB
2.344,48.874,17.49,2022-09-03,Paris,FR
2.347,48.849,10.22,2021-10-02,Paris,FR
-0.028,51.507,10.70,2022-09-18,London,GB
9.206,45.485,24.39,2022-08-05,Milan,IT
2.319,48.873,7.08,2021-10-21,Paris,FR
2.283,48.866,19.88,2022-08-14,Paris,FR
-0.070,51.517,17.29,2022-08-24,London,GB
2.290,48.866,17.53,2022-08-13,Paris,FR
2.318,48.871,8.92,2021-10-18,Paris,FR
2.332,48.864,17.30,2022-08-13,Paris,FR
