lng,lat,avg_tmpr_c,wthr_date,city,country
2.324,48.840,17.59,2022-08-17,Paris,FR
-0.153,51.522,10.03,2022-09-18,London,GB
2.146,41.377,17.07,2021-10-27,Barcelona,ES
2.334,48.884,18.12,2022-08-17,Paris,FR
2.298,48.872,7.26,2021-10-21,Paris,FR
2.114,41.378,24.49,2022-08-26,Barcelona,ES
2.354,48.832,10.84,2021-10-02,Paris,FR
2.292,48.880,8.52,2021-10-12,Paris,FR
-0.086,51.504,13.44,2022-09-02,London,GB
2.302,48.842,19.45,2022-08-14,Paris,FR
9.205,45.452,24.18,2022-08-30,Milan,IT
-0.104,51.523,15.66,2022-08-06,London,GB
-0.128,51.518,14.35,2022-09-02,London,GB
2.140,41.383,17.00,2021-10-27,Barcelona,ES
-0.080,51.510,13.93,2022-09-02,London,GB
2.342,48.850,11.00,2021-10-26,Paris,FR
2.342,48.875,9.66,2021-10-18,Paris,FR
-0.082,51.515,16.71,2022-08-24,London,GB
2.316,48.873,17.43,2022-09-28,Paris,FR
-0.077,51.511,16.80,2022-08-24,London,GB
9.190,45.481,25.20,2022-08-16,Milan,IT
9.192,45.466,23.73,2022-08-30,Milan,IT
2.310,48.859,11.40,2021-10-26,Paris,FR
2.326,48.867,17.90,2022-08-13,Paris,FR
-94.184,36.170,27.52,2022-09-19,Springdale,US
-0.124,51.511,14.02,2022-09-22,London,GB
-0.149,51.506,17.20,2022-08-24,London,GB
2.312,48.872,8.68,2021-10-12,Paris,FR
-0.125,51.523,10.97,2022-09-18,London,GB
9.191,45.469,23.46,2022-08-30,Milan,IT
9.202,45.488,13.86,2022-09-19,Milan,IT
2.347,48.849,11.69,2021-10-26,Paris,FR
2.342,48.848,17.69,2022-08-17,Paris,FR
2.337,48.867,7.31,2021-10-21,Paris,FR
-0.138,51.524,14.36,2022-09-02,London,GB
2.335,48.872,9.61,2021-10-18,Paris,FR
2.415,48.855,7.26,2021-10-22,Vincennes,FR
2.338,48.881,9.55,2021-10-18,Paris,FR
2.253,48.845,11.24,2021-10-26,Boulogne Billancourt,FR
2.357,48.858,19.66,2022-08-14,Paris,FR
-0.187,51.513,13.67,2022-09-02,London,GB
2.274,48.849,17.84,2022-08-13,Paris,FR
-0.158,51.518,8.40,2021-10-09,London,GB
2.291,48.827,18.23,2022-08-17,Paris,FR
9.239,45.491,13.81,2022-09-19,Milan,IT
9.181,45.461,14.35,2022-09-19,Milan,IT
-0.007,51.543,12.11,2021-10-15,London,GB
2.324,48.873,8.89,2021-10-12,Paris,FR
2.356,48.879,8.20,2021-10-12,Paris,FR
2.373,48.844,6.67,2021-10-22,Paris,FR
2.370,48.849,10.32,2021-10-02,Paris,FR
2.294,48.875,16.61,2022-09-03,Paris,FR
2.327,48.881,10.32,2021-10-30,Paris,FR
-0.123,51.529,15.52,2022-08-06,London,GB
2.182,41.396,16.80,2021-10-27,Barcelona,ES
9.246,45.505,22.71,2022-08-13,Milan,IT
2.341,48.875,17.10,2022-09-03,Paris,FR
2.321,48.835,10.92,2021-10-26,Paris,FR
9.166,45.499,24.11,2022-08-05,Milan,IT
2.371,48.847,19.69,2022-08-14,Paris,FR
2.330,48.866,8.62,2021-10-08,Paris,FR
9.192,45.458,14.30,2022-09-19,Milan,IT
-0.109,51.514,8.72,2021-10-09,London,GB
9.189,45.461,23.93,2022-08-30,Milan,IT
2.370,48.849,9.16,2021-10-08,Paris,FR
2.317,48.857,18.05,2022-08-17,Paris,FR
-0.151,51.511,15.72,2022-08-06,London,GB
9.153,45.444,23.28,2022-08-30,Milan,IT
2.339,48.850,11.09,2021-10-26,Paris,FR
2.326,48.868,18.29,2022-08-17,Paris,FR
-0.104,51.523,13.70,2022-09-02,London,GB
-0.135,51.518,14.02,2022-09-02,London,GB
2.326,48.872,6.83,2021-10-21,Paris,FR
-0.193,51.513,10.25,2022-09-18,London,GB
-0.137,51.509,12.50,2021-10-15,London,GB
2.346,48.839,17.69,2022-08-13,Paris,FR
2.168,41.394,24.90,2022-08-26,Barcelona,ES
2.287,48.878,10.36,2021-10-30,Paris,FR
2.305,48.827,11.59,2021-10-26,Paris,FR
2.304,48.876,9.60,2021-10-18,Paris,FR
9.189,45.461,23.70,2022-08-05,Milan,IT
2.330,48.857,7.06,2021-10-22,Paris,FR
2.338,48.881,17.97,2022-08-17,Paris,FR
2.327,48.866,19.89,2022-08-14,Paris,FR
2.324,48.845,8.32,2021-10-08,Paris,FR
-0.177,51.514,17.07,2022-08-24,Paddington,GB
9.187,45.456,11.94,2021-10-15,Milan,IT
2.165,41.394,24.07,2022-08-26,Barcelona,ES
2.344,48.873,8.37,2021-10-12,Paris,FR
-0.145,51.506,12.58,2021-10-15,London,GB
-0.114,51.526,13.98,2022-09-02,London,GB
2.350,48.889,9.44,2021-10-18,Paris,FR
2.321,48.835,17.96,2022-08-17,Paris,FR
9.186,45.483,21.93,2022-08-13,Milan,IT
9.155,45.468,25.54,2022-08-16,Milan,IT
2.291,48.875,16.84,2022-09-03,Paris,FR
9.183,45.468,12.71,2021-10-15,Milan,IT
-0.077,51.511,13.75,2022-09-22,London,GB
9.183,45.468,22.66,2022-08-13,Milan,IT
9.206,45.476,10.31,2021-10-23,Milan,IT
9.203,45.478,11.05,2021-10-23,Milan,IT
2.310,48.873,18.33,2022-08-17,Paris,FR
2.309,48.866,17.44,2022-08-17,Paris,FR
2.289,48.869,11.08,2021-10-30,Paris,FR
2.321,48.870,8.69,2021-10-12,Paris,FR
2.324,48.872,8.41,2021-10-12,Paris,FR
2.335,48.855,10.85,2021-10-02,Paris,FR
-0.190,51.536,14.04,2022-09-02,London,GB
2.326,48.868,6.85,2021-10-21,Paris,FR
9.184,45.477,12.27,2021-10-15,Milan,IT
2.320,48.840,10.21,2021-10-02,Paris,FR
2.309,48.872,9.71,2021-10-18,Paris,FR
-0.183,51.514,14.44,2022-09-22,London,GB
2.336,48.873,17.84,2022-08-17,Paris,FR
2.337,48.868,7.49,2021-10-21,Paris,FR
2.314,48.887,17.45,2022-09-03,Paris,FR
2.354,48.832,17.21,2022-08-13,Paris,FR
9.178,45.466,25.90,2022-08-16,Milan,IT
9.189,45.461,23.56,2022-08-30,Milan,IT
2.282,48.882,16.72,2022-09-03,Paris,FR
2.328,48.857,10.96,2021-10-02,Paris,FR
9.214,45.469,22.52,2022-08-13,Milan,IT
9.188,45.463,25.63,2022-08-16,Milan,IT
9.210,45.463,25.97,2022-08-16,Milan,IT
2.173,41.391,17.47,2021-10-27,Barcelona,ES
-0.273,51.508,14.12,2022-09-02,London,GB
9.187,45.467,23.66,2022-08-30,Milan,IT
2.313,48.882,18.08,2022-08-17,Paris,FR
-0.130,51.527,12.48,2021-10-15,London,GB
9.148,45.492,12.46,2021-10-15,Milan,IT
-0.158,51.520,16.01,2022-08-06,London,GB
2.308,48.855,11.52,2021-10-26,Paris,FR
2.343,48.848,8.47,2021-10-08,Paris,FR
2.330,48.871,9.33,2021-10-18,Paris,FR
-0.102,51.520,14.13,2022-09-02,London,GB
2.333,48.865,17.47,2022-08-13,Paris,FR
2.297,48.877,8.77,2021-10-12,Paris,FR
-0.148,51.505,15.29,2022-08-06,London,GB
2.345,48.852,18.93,2022-08-14,Paris,FR
2.331,48.869,17.40,2022-09-03,Paris,FR
9.199,45.484,24.19,2022-08-05,Milan,IT
9.192,45.481,25.77,2022-08-16,Milan,IT
9.180,45.459,23.96,2022-08-05,Milan,IT
2.163,41.394,24.49,2022-08-26,Barcelona,ES
2.333,48.883,17.82,2022-08-17,Paris,FR
9.196,45.480,10.23,2021-10-23,Milan,IT
2.334,48.869,8.86,2021-10-12,Paris,FR
9.167,45.452,10.59,2021-10-23,Milan,IT
9.167,45.483,25.19,2022-08-16,Milan,IT
2.332,48.854,11.11,2021-10-02,Paris,FR
2.334,48.885,16.90,2022-09-03,Paris,FR
-0.153,51.522,16.80,2022-08-24,London,GB
-0.180,51.512,15.90,2022-08-06,Paddington,GB
2.293,48.871,17.43,2022-09-03,Paris,FR
-0.153,51.522,15.92,2022-08-06,London,GB
-0.158,51.516,15.81,2022-08-06,London,GB
9.143,45.467,10.81,2021-10-23,Milan,IT
2.338,48.853,10.76,2021-10-02,Paris,FR
2.321,48.870,18.12,2022-09-28,Paris,FR
-0.119,51.511,15.74,2022-08-06,London,GB
2.330,48.835,8.45,2021-10-08,Paris,FR
2.298,48.871,16.94,2022-09-03,Paris,FR
2.279,48.846,19.04,2022-08-14,Paris,FR
-0.126,51.505,14.33,2022-09-02,London,GB
-0.146,51.498,14.60,2022-08-05,London,GB
-0.119,51.512,11.84,2021-10-15,London,GB
-0.138,51.512,13.95,2022-09-02,London,GB
2.336,48.866,7.25,2021-10-22,Paris,FR
2.343,48.849,17.45,2022-08-17,Paris,FR
-0.078,51.521,15.11,2022-08-06,London,GB
-0.130,51.510,10.93,2022-09-18,London,GB
-0.157,51.514,10.91,2022-09-18,London,GB
-0.101,51.514,10.63,2022-09-18,London,GB
9.204,45.486,23.93,2022-08-30,Milan,IT
-0.183,51.514,8.61,2021-10-09,London,GB
2.293,48.871,17.97,2022-08-17,Paris,FR
2.342,48.875,6.99,2021-10-21,Celina,US
9.206,45.475,22.26,2022-08-13,Milan,IT
-0.182,51.512,15.20,2022-08-06,London,GB
9.188,45.463,12.43,2021-10-15,Milan,IT
2.301,48.874,11.05,2021-10-30,Paris,FR
2.290,48.838,17.80,2022-08-13,Paris,FR
2.389,48.839,10.39,2021-10-02,Paris,FR
2.304,48.866,19.32,2022-08-14,Paris,FR
2.329,48.868,17.50,2022-09-28,Paris,FR
2.339,48.850,9.08,2021-10-08,Paris,FR
2.336,48.864,18.04,2022-09-28,Paris,FR
2.266,48.840,18.29,2022-09-28,Paris,FR
2.301,48.861,17.41,2022-08-13,Paris,FR
2.293,48.856,11.79,2021-10-26,Paris,FR
2.341,48.862,6.63,2021-10-22,Paris,FR
9.187,45.456,25.39,2022-08-16,Milan,IT
2.333,48.868,7.27,2021-10-21,Paris,FR
9.196,45.474,11.03,2021-10-23,Milan,IT
2.347,48.860,17.93,2022-09-28,Paris,FR
-0.139,51.514,15.23,2022-08-06,London,GB
-0.146,51.514,11.00,2022-09-18,London,GB
2.335,48.864,10.59,2021-10-02,Paris,FR
2.343,48.871,10.69,2021-10-30,Paris,FR
2.346,48.839,19.75,2022-08-14,Paris,FR
-0.072,51.506,8.36,2021-10-09,London,GB
-0.126,51.524,12.22,2021-10-15,London,GB
-0.160,51.523,8.21,2021-10-09,London,GB
-91.190,41.175,26.09,2022-09-22,Wapello,US
2.330,48.857,18.51,2022-09-28,Paris,FR
-0.141,51.494,15.17,2022-08-05,London,GB
2.280,48.858,18.08,2022-08-13,Paris,FR
2.167,41.376,24.80,2022-08-26,Barcelona,ES
2.367,48.859,17.61,2022-08-17,Paris,FR
2.352,48.871,8.18,2021-10-12,Paris,FR
2.333,48.879,17.86,2022-09-28,Paris,FR
-0.077,51.525,12.39,2021-10-15,London,GB
9.228,45.502,14.42,2022-09-19,Milan,IT
2.326,48.867,17.41,2022-08-17,Paris,FR
-0.160,51.516,17.45,2022-08-24,London,GB
2.338,48.891,10.36,2021-10-30,Paris,FR
2.285,48.857,7.23,2021-10-22,Irving,US
-0.076,51.513,8.09,2021-10-09,London,GB
2.293,48.856,10.22,2021-10-02,Paris,FR
2.284,48.880,16.91,2022-09-03,Paris,FR
9.204,45.486,23.55,2022-08-30,Milan,IT
2.353,48.863,11.06,2021-10-26,Paris,FR
2.297,48.870,9.11,2021-10-18,Paris,FR
9.191,45.458,14.20,2022-09-19,Milan,IT
2.304,48.862,17.16,2022-08-13,Paris,FR
-0.081,51.524,14.48,2022-09-22,London,GB
-0.159,51.515,8.16,2021-10-09,London,GB
9.206,45.485,22.24,2022-08-13,Milan,IT
-0.188,51.510,12.25,2021-10-15,London,GB
-0.021,51.507,8.79,2021-10-09,London,GB
-0.159,51.515,10.78,2022-09-18,London,GB
2.361,48.871,10.70,2021-10-30,Paris,FR
2.170,41.410,17.30,2021-10-27,Barcelona,ES
2.312,48.872,10.57,2021-10-30,Paris,FR
-0.079,51.524,10.77,2022-09-18,London,GB
2.173,41.389,16.77,2021-10-27,Barcelona,ES
-0.178,51.470,15.12,2022-08-05,London,GB
9.192,45.451,18.17,2022-09-11,Milan,IT
2.319,48.873,10.38,2021-10-30,Paris,FR
2.349,48.848,18.39,2022-09-28,Paris,FR
2.290,48.874,16.67,2022-09-03,Paris,FR
-0.160,51.516,15.24,2022-08-06,London,GB
2.374,48.852,18.98,2022-08-14,Paris,FR
2.157,41.392,24.88,2022-08-26,Barcelona,ES
-0.180,51.514,14.31,2022-09-02,Paddington,GB
9.184,45.471,23.98,2022-08-05,Milan,IT
9.213,45.480,23.44,2022-08-30,Milan,IT
-0.146,51.540,13.94,2022-09-22,London,GB
2.381,48.838,8.84,2021-10-08,Paris,FR
-0.105,51.512,12.39,2021-10-15,London,GB
9.196,45.480,23.57,2022-08-05,Milan,IT
2.342,48.853,17.94,2022-08-17,Paris,FR
9.161,45.491,14.09,2022-09-19,Milan,IT
2.301,48.861,8.31,2021-10-08,Paris,FR
-114.152,48.364,13.01,2022-08-13,Columbia Falls,US
9.196,45.479,25.20,2022-08-16,Milan,IT
