lng,lat,avg_tmpr_c,wthr_date,city,country
9.183,45.467,18.35,2022-09-11,Milan,IT
2.334,48.850,10.95,2021-10-02,Paris,FR
-0.121,51.511,12.40,2021-10-15,London,GB
9.205,45.477,14.32,2022-09-19,Milan,IT
-0.091,51.514,12.42,2021-10-15,London,GB
9.191,45.473,14.78,2022-09-19,Milan,IT
9.224,45.487,12.22,2021-10-15,Milan,IT
-0.128,51.518,15.39,2022-08-06,London,GB
2.343,48.861,18.33,2022-09-28,Paris,FR
-0.181,51.513,16.83,2022-08-24,London,GB
2.162,41.384,24.72,2022-08-26,Barcelona,ES
-0.105,51.536,14.00,2022-09-02,London,GB
-0.214,51.556,15.71,2022-08-06,London,GB
-0.172,51.516,14.62,2022-09-22,Paddington,GB
2.344,48.873,8.26,2021-10-12,Paris,FR
2.333,48.868,9.16,2021-10-18,Paris,FR
9.160,45.481,24.33,2022-08-05,Milan,IT
-0.083,51.505,14.21,2022-09-02,London,GB
2.173,41.378,24.75,2022-08-26,Barcelona,ES
2.334,48.850,17.49,2022-08-13,Paris,FR
-0.161,51.515,10.02,2022-09-18,London,GB
-0.125,51.520,14.17,2022-09-22,London,GB
2.285,48.879,18.09,2022-09-28,Paris,FR
2.308,48.854,18.59,2022-09-28,Paris,FR
2.341,48.862,11.62,2021-10-26,Paris,FR
9.176,45.452,17.98,2022-09-11,Milan,IT
2.167,41.376,17.47,2021-10-27,Barcelona,ES
2.325,48.876,10.30,2021-10-30,Paris,FR
-0.152,51.513,13.60,2022-09-02,London,GB
2.319,48.834,18.34,2022-08-17,Paris,FR
9.257,45.448,14.47,2022-09-19,Milan,IT
-0.157,51.521,10.44,2022-09-18,London,GB
9.183,45.489,25.30,2022-08-16,Milan,IT
-0.118,51.516,12.15,2021-10-15,London,GB
9.213,45.480,18.34,2022-09-11,Milan,IT
2.345,48.873,7.17,2021-10-21,Paris,FR
2.286,48.880,8.43,2021-10-12,Paris,FR
2.342,48.849,18.03,2022-09-28,Paris,FR
-0.130,51.527,13.68,2022-09-02,London,GB
-0.193,51.513,8.35,2021-10-09,London,GB
9.142,45.495,24.25,2022-08-05,Milan,IT
2.283,48.866,17.97,2022-09-28,Paris,FR
2.352,48.869,9.46,2021-10-18,Paris,FR
-0.192,51.499,14.64,2022-08-05,London,GB
2.353,48.858,17.80,2022-08-17,Paris,FR
2.330,48.853,11.06,2021-10-26,Paris,FR
2.288,48.866,11.06,2021-10-26,Paris,FR
2.312,48.872,16.62,2022-09-03,Paris,FR
9.190,45.470,25.47,2022-08-16,Milan,IT
-0.047,51.522,17.36,2022-08-24,London,GB
2.381,48.838,10.98,2021-10-02,Paris,FR
9.145,45.479,18.15,2022-09-11,Milan,IT
2.329,48.844,11.84,2021-10-26,Paris,FR
-0.131,51.508,14.28,2022-09-22,London,GB
-0.132,51.522,8.80,2021-10-09,London,GB
9.215,45.526,22.84,2022-08-13,Milan,IT
2.345,48.846,17.48,2022-08-17,Paris,FR
2.344,48.874,9.51,2021-10-18,Paris,FR
9.221,45.501,17.86,2022-09-11,Milan,IT
2.348,48.849,18.13,2022-08-17,Paris,FR
2.297,48.872,8.68,2021-10-12,Paris,FR
2.303,48.872,10.20,2021-10-30,Paris,FR
9.246,45.505,18.08,2022-09-11,Milan,IT
2.168,41.386,24.73,2022-08-26,Barcelona,ES
2.307,48.854,8.38,2021-10-08,Paris,FR
2.317,48.875,17.90,2022-09-28,Paris,FR
-101.920,35.189,23.58,2022-08-14,Amarillo,US
-0.126,51.524,8.67,2021-10-09,London,GB
2.340,48.855,19.71,2022-08-14,Paris,FR
2.298,48.852,7.52,2021-10-22,Paris,FR
9.213,45.527,24.09,2022-08-05,Milan,IT
2.324,48.871,17.64,2022-08-17,Paris,FR
2.178,41.385,16.83,2021-10-27,Barcelona,ES
2.331,48.868,8.06,2021-10-12,Paris,FR
2.338,48.881,16.97,2022-09-03,Paris,FR
9.154,45.461,14.07,2022-09-19,Milan,IT
2.312,48.872,9.66,2021-10-18,Paris,FR
2.294,48.870,17.94,2022-09-28,Paris,FR
2.311,48.861,11.26,2021-10-26,Paris,FR
2.345,48.879,18.05,2022-08-17,Paris,FR
2.357,48.876,7.10,2021-10-21,Paris,FR
2.349,48.878,18.14,2022-09-28,Paris,FR
2.293,48.856,7.21,2021-10-22,Paris,FR
2.367,48.843,10.82,2021-10-02,Paris,FR
9.207,45.485,24.10,2022-08-30,Milan,IT
9.157,45.471,12.28,2021-10-15,Milan,IT
2.342,48.853,10.47,2021-10-02,Paris,FR
-0.130,51.509,8.00,2021-10-09,London,GB
2.286,48.867,17.72,2022-08-17,Paris,FR
-117.298,45.423,2.41,2021-10-21,Enterprise,US
-0.100,51.513,8.15,2021-10-09,London,GB
2.302,48.873,11.02,2021-10-30,Paris,FR
9.257,45.448,12.04,2021-10-15,Milan,IT
2.305,48.873,9.20,2021-10-18,Paris,FR
9.195,45.479,23.31,2022-08-30,Milan,IT
-0.007,51.543,13.64,2022-09-02,London,GB
-0.182,51.512,14.50,2022-09-22,London,GB
2.327,48.871,7.10,2021-10-21,Paris,FR
2.328,48.880,9.59,2021-10-18,Paris,FR
2.311,48.870,11.11,2021-10-30,Paris,FR
2.332,48.854,8.85,2021-10-08,Paris,FR
2.166,41.386,24.02,2022-08-26,Barcelona,ES
2.145,41.382,24.01,2022-08-26,Barcelona,ES
9.214,45.469,23.58,2022-08-05,Milan,IT
2.345,48.852,8.70,2021-10-08,Paris,FR
-0.171,51.520,13.84,2022-09-02,Paddington,GB
9.177,45.460,25.97,2022-08-16,Milan,IT
2.349,48.872,17.55,2022-09-28,Paris,FR
-0.164,51.516,17.26,2022-08-24,London,GB
-0.143,51.522,16.04,2022-08-06,London,GB
-0.179,51.493,14.72,2022-08-05,London,GB
2.343,48.877,8.08,2021-10-12,Paris,FR
9.165,45.484,25.93,2022-08-16,Milan,IT
2.344,48.853,7.11,2021-10-22,Paris,FR
-0.217,51.583,15.10,2022-08-06,London,GB
-0.062,51.516,16.70,2022-08-24,London,GB
2.303,48.868,18.07,2022-09-28,Paris,FR
2.338,48.852,18.27,2022-09-28,Paris,FR
2.173,41.378,16.64,2021-10-27,Barcelona,ES
9.184,45.463,12.38,2021-10-15,Milan,IT
2.334,48.853,11.11,2021-10-26,Paris,FR
-0.021,51.507,12.53,2021-10-15,London,GB
2.350,48.874,7.96,2021-10-12,Paris,FR
2.329,48.867,11.56,2021-10-26,Paris,FR
9.194,45.467,22.28,2022-08-13,Milan,IT
9.213,45.480,23.54,2022-08-05,Milan,IT
-0.220,51.492,14.74,2022-08-05,London,GB
2.329,48.865,18.94,2022-08-14,Paris,FR
9.195,45.451,22.05,2022-08-13,Milan,IT
2.389,48.839,11.31,2021-10-26,Paris,FR
2.361,48.864,18.01,2022-09-28,Paris,FR
9.202,45.488,23.98,2022-08-30,Milan,IT
2.294,48.870,8.20,2021-10-12,Paris,FR
2.341,48.862,8.41,2021-10-08,Paris,FR
-0.126,51.520,14.34,2022-09-22,London,GB
-0.087,51.519,10.64,2022-09-18,London,GB
2.343,48.854,18.94,2022-08-14,Paris,FR
9.196,45.453,14.46,2022-09-19,Milan,IT
-0.156,51.514,17.12,2022-08-24,London,GB
2.319,48.838,7.21,2021-10-22,Paris,FR
2.319,48.834,10.30,2021-10-02,Paris,FR
2.342,48.845,10.53,2021-10-02,Paris,FR
9.209,45.447,10.52,2021-10-23,Milan,IT
2.326,48.872,17.79,2022-09-28,Paris,FR
2.312,48.872,18.15,2022-09-28,Paris,FR
2.289,48.865,18.55,2022-09-28,Paris,FR
2.305,48.827,17.63,2022-08-17,Paris,FR
-0.148,51.513,15.54,2022-08-06,London,GB
-0.156,51.499,15.30,2022-08-05,London,GB
9.196,45.480,23.30,2022-08-30,Milan,IT
2.321,48.868,17.64,2022-09-28,Paris,FR
2.318,48.860,17.81,2022-08-17,Paris,FR
2.323,48.860,18.42,2022-09-28,Paris,FR
9.227,45.516,10.29,2021-10-23,Milan,IT
-0.138,51.524,16.74,2022-08-24,London,GB
2.347,48.849,18.65,2022-09-28,Paris,FR
9.148,45.492,23.86,2022-08-30,Milan,IT
-0.071,51.512,11.67,2021-10-15,London,GB
2.283,48.847,19.01,2022-08-14,Paris,FR
2.112,41.394,17.22,2021-10-27,Barcelona,ES
2.330,48.842,19.62,2022-08-14,Paris,FR
2.338,48.891,9.75,2021-10-18,Paris,FR
-0.131,51.521,15.55,2022-08-06,London,GB
2.336,48.874,8.42,2021-10-12,Paris,FR
-0.176,51.493,14.65,2022-08-05,London,GB
2.304,48.867,6.66,2021-10-22,Paris,FR
9.159,45.466,24.38,2022-08-05,Milan,IT
2.283,48.847,10.95,2021-10-02,Paris,FR
9.246,45.505,10.36,2021-10-23,Milan,IT
2.172,41.392,17.24,2021-10-27,Barcelona,ES
9.155,45.468,23.73,2022-08-30,Milan,IT
9.184,45.471,12.61,2021-10-15,Milan,IT
2.294,48.876,17.31,2022-09-03,Paris,FR
2.148,41.409,17.46,2021-10-27,Barcelona,ES
2.389,48.839,18.11,2022-08-17,Paris,FR
9.187,45.464,22.03,2022-08-13,Milan,IT
9.145,45.479,22.59,2022-08-13,Milan,IT
9.203,45.483,14.15,2022-09-19,Milan,IT
-0.135,51.518,10.99,2022-09-18,London,GB
2.330,48.866,17.53,2022-08-13,Paris,FR
-0.178,51.513,14.19,2022-09-22,Paddington,GB
2.326,48.845,18.08,2022-08-17,Paris,FR
2.330,48.870,18.30,2022-09-28,Paris,FR
-0.138,51.508,16.91,2022-08-24,London,GB
-0.130,51.520,13.81,2022-09-02,London,GB
2.372,48.863,8.90,2021-10-08,Paris,FR
9.210,45.479,12.13,2021-10-15,Milan,IT
-0.160,51.516,14.59,2022-09-22,London,GB
-0.212,51.520,8.62,2021-10-09,London,GB
2.309,48.867,10.77,2021-10-02,Paris,FR
2.319,48.884,18.03,2022-09-28,Paris,FR
2.307,48.873,16.71,2022-09-03,Paris,FR
-0.184,51.493,15.22,2022-08-05,London,GB
2.320,48.880,7.29,2021-10-21,Paris,FR
2.320,48.874,17.44,2022-09-03,Paris,FR
-0.263,51.521,10.98,2022-09-18,London,GB
2.330,48.868,6.95,2021-10-21,Paris,FR
-0.132,51.514,8.23,2021-10-09,London,GB
2.148,41.402,24.84,2022-08-26,Barcelona,ES
2.336,48.882,10.82,2021-10-30,Paris,FR
-0.121,51.511,17.18,2022-08-24,London,GB
-0.132,51.519,13.54,2022-09-02,London,GB
2.328,48.865,17.42,2022-08-17,Paris,FR
-0.172,51.516,17.27,2022-08-24,Paddington,GB
2.166,41.390,24.86,2022-08-26,Barcelona,ES
-0.101,51.514,14.10,2022-09-02,London,GB
-0.273,51.508,13.87,2022-09-22,London,GB
2.308,48.855,19.24,2022-08-14,Paris,FR
9.207,45.485,21.94,2022-08-13,Milan,IT
-100.424,45.537,16.66,2022-09-03,Mobridge,US
-0.076,51.524,15.57,2022-08-06,London,GB
-0.197,51.510,15.20,2022-08-06,London,GB
2.329,48.818,11.44,2021-10-26,Paris,FR
2.293,48.873,7.43,2021-10-21,Paris,FR
-0.122,51.520,10.39,2022-09-18,London,GB
-0.099,51.505,13.48,2022-09-02,London,GB
2.300,48.874,8.30,2021-10-12,Paris,FR
2.324,48.871,8.90,2021-10-12,Paris,FR
-0.291,51.512,15.29,2022-08-06,London,GB
2.361,48.869,17.88,2022-09-28,Paris,FR
2.324,48.881,17.36,2022-09-03,Paris,FR
2.341,48.862,17.89,2022-09-28,Paris,FR
-0.183,51.513,10.12,2022-09-18,London,GB
-0.130,51.527,8.15,2021-10-09,London,GB
2.178,41.385,24.13,2022-08-26,Barcelona,ES
2.285,48.879,8.45,2021-10-12,Paris,FR
2.288,48.833,17.99,2022-09-28,Paris,FR
-0.098,51.574,15.80,2022-08-06,London,GB
-121.300,37.937,31.70,2022-09-02,Stockton,US
2.164,41.394,17.08,2021-10-27,Barcelona,ES
2.298,48.872,10.52,2021-10-30,Paris,FR
9.170,45.450,25.03,2022-08-16,Milan,IT
9.227,45.516,14.36,2022-09-19,Milan,IT
2.301,48.871,17.57,2022-09-28,Paris,FR
-0.152,51.507,14.29,2022-09-02,London,GB
9.195,45.451,23.48,2022-08-30,Milan,IT
-0.132,51.512,12.34,2021-10-15,London,GB
2.304,48.865,8.89,2021-10-08,Paris,FR
-0.132,51.527,13.54,2022-09-02,London,GB
-103.814,44.480,13.47,2022-09-28,Spearfish,US
9.189,45.465,12.63,2021-10-15,Milan,IT
2.330,48.865,17.95,2022-08-17,Paris,FR
2.379,48.861,8.61,2021-10-08,Paris,FR
-0.082,51.515,10.23,2022-09-18,London,GB
2.321,48.868,9.16,2021-10-18,Paris,FR
2.330,48.865,17.68,2022-08-13,Paris,FR
9.192,45.466,18.44,2022-09-11,Milan,IT
-0.180,51.514,8.59,2021-10-09,Paddington,GB
9.184,45.467,23.66,2022-08-05,Milan,IT
2.165,41.393,16.73,2021-10-27,Barcelona,ES
-0.016,51.509,14.05,2022-09-02,London,GB
2.319,48.871,7.51,2021-10-21,Paris,FR
9.194,45.464,14.18,2022-09-19,Milan,IT
-0.099,51.505,17.28,2022-08-24,London,GB
2.300,48.873,8.12,2021-10-12,Paris,FR
-0.132,51.527,8.43,2021-10-09,London,GB
9.202,45.486,22.62,2022-08-13,Milan,IT
2.340,48.832,17.80,2022-08-17,Paris,FR
2.388,48.854,18.27,2022-09-28,Carrollton,US
-0.002,51.537,10.06,2022-09-18,London,GB
-0.180,51.512,10.04,2022-09-18,Paddington,GB
2.333,48.865,17.84,2022-08-17,Paris,FR
9.180,45.459,11.16,2021-10-23,Milan,IT
2.332,48.864,8.60,2021-10-08,Paris,FR
2.305,48.855,17.62,2022-08-13,Paris,FR
-0.100,51.513,13.91,2022-09-22,London,GB
9.145,45.479,24.27,2022-08-05,Milan,IT
2.326,48.847,19.34,2022-08-14,Paris,FR
-0.148,51.496,14.45,2022-08-05,London,GB
2.161,41.384,24.27,2022-08-26,Barcelona,ES
9.197,45.507,25.48,2022-08-16,Milan,IT
2.322,48.872,17.63,2022-09-28,Paris,FR
2.300,48.869,17.91,2022-08-17,Paris,FR
2.324,48.824,11.06,2021-10-26,Paris,FR
2.301,48.861,11.19,2021-10-02,Paris,FR
9.192,45.481,24.06,2022-08-30,Milan,IT
9.207,45.485,23.60,2022-08-05,Milan,IT
2.334,48.869,6.76,2021-10-21,Paris,FR
9.213,45.527,17.82,2022-09-11,Milan,IT
9.189,45.465,10.32,2021-10-23,Milan,IT
-0.128,51.518,10.93,2022-09-18,London,GB
-0.186,51.512,15.21,2022-08-06,London,GB
2.307,48.877,17.52,2022-08-17,Paris,FR
2.290,48.874,9.12,2021-10-18,Paris,FR
-0.156,51.497,14.56,2022-08-05,London,GB
2.309,48.860,19.86,2022-08-14,Paris,FR
-0.174,51.515,13.76,2022-09-02,Paddington,GB
9.184,45.463,22.88,2022-08-13,Milan,IT
9.200,45.486,17.60,2022-09-11,Milan,IT
2.316,48.873,8.71,2021-10-12,Paris,FR
2.304,48.862,7.23,2021-10-22,Paris,FR
9.191,45.469,11.08,2021-10-23,Milan,IT
2.333,48.884,7.62,2021-10-21,Paris,FR
9.187,45.464,14.74,2022-09-19,Milan,IT
2.324,48.873,11.10,2021-10-30,Paris,FR
2.309,48.871,17.24,2022-09-03,Paris,FR
-0.224,51.504,16.75,2022-08-24,London,GB
2.308,48.855,7.38,2021-10-22,Paris,FR
9.195,45.464,23.21,2022-08-30,Milan,IT
2.288,48.867,9.21,2021-10-18,Paris,FR
2.306,48.874,7.96,2021-10-12,Paris,FR
9.190,45.466,12.07,2021-10-15,Milan,IT
2.329,48.844,10.20,2021-10-02,Paris,FR
9.166,45.499,11.85,2021-10-15,Milan,IT
2.342,48.875,8.59,2021-10-12,Paris,FR
-0.164,51.516,8.20,2021-10-09,London,GB
2.291,48.827,7.10,2021-10-22,Paris,FR
2.165,41.389,24.28,2022-08-26,Barcelona,ES
2.366,48.848,18.67,2022-09-28,Paris,FR
2.274,48.849,17.47,2022-08-17,Paris,FR
2.321,48.869,17.00,2022-09-03,Paris,FR
-0.136,51.527,13.88,2022-09-22,London,GB
-0.178,51.513,17.11,2022-08-24,Paddington,GB
2.338,48.851,10.46,2021-10-02,Paris,FR
9.191,45.461,25.67,2022-08-16,Milan,IT
9.197,45.507,17.58,2022-09-11,Milan,IT
2.366,48.864,10.69,2021-10-02,Paris,FR
9.187,45.469,22.42,2022-08-13,Milan,IT
2.330,48.859,6.88,2021-10-22,Paris,FR
2.344,48.873,17.00,2022-09-03,Paris,FR
2.339,48.850,18.02,2022-08-13,Paris,FR
9.221,45.501,25.27,2022-08-16,Milan,IT
9.183,45.468,23.38,2022-08-30,Milan,IT
2.329,48.868,7.15,2021-10-21,Paris,FR
-0.155,51.508,14.00,2022-09-22,London,GB
9.195,45.469,23.81,2022-08-30,Milan,IT
2.334,48.884,16.80,2022-09-03,Paris,FR
2.302,48.842,17.96,2022-08-17,Paris,FR
-0.136,51.510,8.48,2021-10-09,London,GB
9.189,45.461,25.44,2022-08-16,Milan,IT
2.321,48.869,18.17,2022-09-28,Paris,FR
9.192,45.481,22.17,2022-08-13,Milan,IT
-0.089,51.528,17.22,2022-08-24,London,GB
-0.119,51.512,8.54,2021-10-09,London,GB
2.294,48.876,17.70,2022-09-28,Paris,FR
2.300,48.874,7.29,2021-10-21,Paris,FR
2.334,48.884,8.47,2021-10-12,Paris,FR
-0.187,51.513,10.38,2022-09-18,London,GB
-0.148,51.513,12.29,2021-10-15,London,GB
2.333,48.868,16.70,2022-09-03,Paris,FR
-0.128,51.518,15.59,2022-08-06,London,GB
2.303,48.867,18.65,2022-09-28,Paris,FR
-0.193,51.513,17.26,2022-08-24,London,GB
2.167,41.388,24.35,2022-08-26,Barcelona,ES
-0.157,51.515,14.57,2022-09-22,London,GB
-0.157,51.521,14.45,2022-09-22,London,GB
9.181,45.461,22.21,2022-08-13,Milan,IT
-0.286,51.555,13.92,2022-09-02,London,GB
-0.120,51.516,10.99,2022-09-18,London,GB
2.279,48.833,18.19,2022-09-28,Paris,FR
2.336,48.874,16.82,2022-09-03,Paris,FR
9.206,45.476,22.38,2022-08-13,Milan,IT
2.338,48.872,9.61,2021-10-18,Paris,FR
-0.078,51.521,12.58,2021-10-15,London,GB
-73.761,40.762,13.54,2021-10-23,Bayside,US
2.331,48.855,18.46,2022-09-28,Paris,FR
2.332,48.849,18.97,2022-08-14,Paris,FR
9.191,45.469,14.63,2022-09-19,Milan,IT
2.316,48.873,17.84,2022-08-17,Paris,FR
-0.183,51.492,14.78,2022-08-05,London,GB
-0.101,51.514,17.51,2022-08-24,London,GB
-0.055,51.546,10.82,2022-09-18,London,GB
-0.062,51.516,12.15,2021-10-15,London,GB
-0.176,51.516,17.11,2022-08-24,Paddington,GB
2.381,48.854,18.74,2022-09-28,Paris,FR
-0.263,51.521,13.75,2022-09-22,London,GB
-0.150,51.518,14.27,2022-09-22,London,GB
2.367,48.866,17.78,2022-08-13,Paris,FR
-0.144,51.508,15.11,2022-08-06,London,GB
-106.282,40.730,12.30,2022-08-13,Walden,US
2.359,48.887,7.00,2021-10-21,Paris,FR
2.337,48.867,8.56,2021-10-12,Paris,FR
-0.134,51.514,14.37,2022-09-02,London,GB
2.343,48.854,18.08,2022-08-17,Paris,FR
2.329,48.865,7.13,2021-10-22,Paris,FR
2.332,48.857,18.43,2022-09-28,Paris,FR
2.324,48.871,16.82,2022-09-03,Paris,FR
2.113,41.328,17.26,2021-10-27,El Prat de Llobregat,ES
2.342,48.848,18.08,2022-08-13,Paris,FR
2.318,48.871,10.88,2021-10-30,Paris,FR
2.360,48.836,10.95,2021-10-26,Paris 13,FR
9.148,45.492,17.89,2022-09-11,Milan,IT
-0.147,51.508,16.66,2022-08-24,London,GB
-0.176,51.512,7.91,2021-10-09,Paddington,GB
-0.180,51.512,11.66,2021-10-15,Paddington,GB
2.332,48.849,17.44,2022-08-13,Paris,FR
2.342,48.853,18.32,2022-09-28,Paris,FR
2.307,48.855,19.29,2022-08-14,Paris,FR
-0.137,51.517,11.93,2021-10-15,London,GB
2.381,48.854,17.29,2022-08-13,Paris,FR
-0.122,51.514,12.37,2021-10-15,London,GB
2.323,48.860,17.49,2022-08-13,Paris,FR
2.353,48.858,10.35,2021-10-02,Paris,FR
9.202,45.486,18.23,2022-09-11,Milan,IT
2.327,48.866,11.19,2021-10-02,Paris,FR
2.126,41.390,17.10,2021-10-27,Barcelona,ES
2.329,48.865,18.35,2022-08-17,Paris,FR
2.325,48.871,8.05,2021-10-12,Paris,FR
2.341,48.849,17.11,2022-08-13,Paris,FR
2.293,48.878,9.79,2021-10-18,Paris,FR
9.178,45.466,18.07,2022-09-11,Milan,IT
2.146,41.393,17.36,2021-10-27,Barcelona,ES
2.287,48.866,17.36,2022-08-13,Paris,FR
-0.149,51.506,14.55,2022-09-22,London,GB
9.195,45.469,25.32,2022-08-16,Milan,IT
-0.118,51.516,15.59,2022-08-06,London,GB
2.149,41.390,17.47,2021-10-27,Barcelona,ES
2.327,48.877,17.64,2022-08-17,Paris,FR
-0.136,51.517,11.71,2021-10-15,London,GB
-0.193,51.513,11.66,2021-10-15,London,GB
9.185,45.467,11.84,2021-10-15,Milan,IT
9.195,45.464,25.94,2022-08-16,Milan,IT
2.306,48.838,10.48,2021-10-02,Paris,FR
9.166,45.499,10.92,2021-10-23,Milan,IT
2.298,48.874,18.07,2022-08-17,Paris,FR
2.354,48.873,9.90,2021-10-18,Paris,FR
2.278,48.852,9.05,2021-10-08,Paris,FR
-0.153,51.522,13.61,2022-09-02,London,GB
2.307,48.855,6.70,2021-10-22,Paris,FR
-0.126,51.508,11.00,2022-09-18,London,GB
2.304,48.876,18.08,2022-09-28,Paris,FR
-0.126,51.520,14.34,2022-09-02,London,GB
2.328,48.881,8.43,2021-10-12,Paris,FR
-0.126,51.507,10.36,2022-09-18,London,GB
-0.156,51.514,11.00,2022-09-18,London,GB
2.328,48.872,10.75,2021-10-30,Paris,FR
9.204,45.479,12.12,2021-10-15,Milan,IT
2.353,48.868,9.37,2021-10-18,Paris,FR
2.179,41.379,24.44,2022-08-26,Barcelona,ES
-0.140,51.506,10.70,2022-09-18,London,GB
-0.132,51.514,17.31,2022-08-24,London,GB
9.199,45.484,14.12,2022-09-19,Milan,IT
-0.161,51.515,10.54,2022-09-18,London,GB
2.327,48.877,8.82,2021-10-12,Paris,FR
9.191,45.465,24.09,2022-08-05,Milan,IT
9.198,45.469,18.22,2022-09-11,Milan,IT
2.343,48.875,8.40,2021-10-12,Paris,FR
2.356,48.879,8.64,2021-10-12,Paris,FR
2.300,48.876,6.77,2021-10-21,Paris,FR
2.308,48.855,8.82,2021-10-08,Paris,FR
2.307,48.877,7.66,2021-10-21,Paris,FR
2.326,48.847,17.54,2022-08-17,Paris,FR
2.284,48.830,11.08,2021-10-26,Paris,FR
9.231,45.438,12.18,2021-10-15,Milan,IT
2.338,48.863,17.60,2022-08-17,Paris,FR
-0.119,51.512,14.19,2022-09-02,London,GB
-0.140,51.506,10.18,2022-09-18,London,GB
2.327,48.866,7.19,2021-10-22,Paris,FR
-0.071,51.512,14.31,2022-09-02,London,GB
-0.160,51.515,15.45,2022-08-06,London,GB
2.314,48.887,17.99,2022-09-28,Paris,FR
9.191,45.465,10.50,2021-10-23,Milan,IT
2.367,48.866,19.35,2022-08-14,Paris,FR
2.327,48.867,10.32,2021-10-30,Paris,FR
-0.151,51.506,14.09,2022-09-02,London,GB
2.337,48.869,16.55,2022-09-03,Paris,FR
2.357,48.825,17.81,2022-08-13,Paris,FR
-0.263,51.521,11.84,2021-10-15,London,GB
2.366,48.864,18.01,2022-08-17,Paris,FR
9.192,45.441,25.95,2022-08-16,Milan,IT
9.170,45.450,22.85,2022-08-13,Milan,IT
2.337,48.868,18.26,2022-09-28,Paris,FR
9.178,45.466,23.60,2022-08-30,Milan,IT
2.290,48.836,11.26,2021-10-26,Paris,FR
2.330,48.866,11.09,2021-10-26,Paris,FR
-123.930,45.991,22.36,2022-08-26,Seaside,US
2.303,48.872,17.86,2022-09-28,Paris,FR
2.314,48.887,7.91,2021-10-12,Paris,FR
-0.160,51.515,10.58,2022-09-18,London,GB
2.327,48.867,8.13,2021-10-12,Paris,FR
-0.158,51.513,11.96,2021-10-15,London,GB
2.289,48.865,10.96,2021-10-02,Paris,FR
2.385,48.897,9.40,2021-10-18,Paris,FR
2.219,41.410,17.09,2021-10-27,Barcelona,ES
-0.137,51.509,16.92,2022-08-24,London,GB
9.206,45.500,23.46,2022-08-30,Milan,IT
9.183,45.468,10.44,2021-10-23,Milan,IT
-0.085,51.514,14.27,2022-09-02,London,GB
-0.129,51.517,14.43,2022-09-22,London,GB
2.322,48.847,19.28,2022-08-14,Paris,FR
2.356,48.879,16.98,2022-09-03,Paris,FR
9.195,45.464,18.40,2022-09-11,Milan,IT
9.196,45.480,21.96,2022-08-13,Milan,IT
